scenario_id,rec_rate,bottleneck_size,est,sampling_proportion,outbreak_size,n_populations,migration_rate
MIG001_very_low_tight_moderate_mlow,1e-09,1,0.3,0.05,1000,3,0.001
MIG002_very_low_tight_moderate_mlow,1e-09,1,0.3,0.05,1000,3,0.001
MIG003_very_low_tight_moderate_mlow,1e-09,1,0.3,0.05,1000,3,0.001
MIG004_very_low_tight_moderate_mlow,1e-09,1,0.3,0.05,1000,3,0.001
MIG005_very_low_tight_moderate_mlow,1e-09,1,0.3,0.05,1000,3,0.001
MIG006_very_low_tight_moderate_mlow,1e-09,1,0.3,0.05,1000,3,0.001
MIG007_very_low_tight_moderate_mlow,1e-09,1,0.3,0.05,1000,3,0.001
MIG008_very_low_tight_moderate_mlow,1e-09,1,0.3,0.05,1000,3,0.001
MIG009_very_low_tight_moderate_mlow,1e-09,1,0.3,0.05,1000,3,0.001
MIG010_very_low_tight_moderate_mlow,1e-09,1,0.3,0.05,1000,3,0.001
MIG011_very_low_tight_moderate_mlow,1e-09,1,0.3,0.05,1000,3,0.001
MIG012_very_low_tight_moderate_mlow,1e-09,1,0.3,0.05,1000,3,0.001
MIG013_very_low_tight_moderate_mlow,1e-09,1,0.3,0.05,1000,3,0.001
MIG014_very_low_tight_moderate_mlow,1e-09,1,0.3,0.05,1000,3,0.001
MIG015_very_low_tight_moderate_mlow,1e-09,1,0.3,0.05,1000,3,0.001
MIG016_very_low_tight_moderate_mlow,1e-09,1,0.3,0.05,1000,3,0.001
MIG017_very_low_tight_moderate_mlow,1e-09,1,0.3,0.05,1000,3,0.001
MIG018_very_low_tight_moderate_mlow,1e-09,1,0.3,0.05,1000,3,0.001
MIG019_very_low_tight_moderate_mlow,1e-09,1,0.3,0.05,1000,3,0.001
MIG020_very_low_tight_moderate_mlow,1e-09,1,0.3,0.05,1000,3,0.001
MIG021_very_low_tight_moderate_mlow,1e-09,1,0.3,0.1,1000,3,0.001
MIG022_very_low_tight_moderate_mlow,1e-09,1,0.3,0.1,1000,3,0.001
MIG023_very_low_tight_moderate_mlow,1e-09,1,0.3,0.1,1000,3,0.001
MIG024_very_low_tight_moderate_mlow,1e-09,1,0.3,0.1,1000,3,0.001
MIG025_very_low_tight_moderate_mlow,1e-09,1,0.3,0.1,1000,3,0.001
MIG026_very_low_tight_moderate_mlow,1e-09,1,0.3,0.1,1000,3,0.001
MIG027_very_low_tight_moderate_mlow,1e-09,1,0.3,0.1,1000,3,0.001
MIG028_very_low_tight_moderate_mlow,1e-09,1,0.3,0.1,1000,3,0.001
MIG029_very_low_tight_moderate_mlow,1e-09,1,0.3,0.1,1000,3,0.001
MIG030_very_low_tight_moderate_mlow,1e-09,1,0.3,0.1,1000,3,0.001
MIG031_very_low_tight_moderate_mlow,1e-09,1,0.3,0.1,1000,3,0.001
MIG032_very_low_tight_moderate_mlow,1e-09,1,0.3,0.1,1000,3,0.001
MIG033_very_low_tight_moderate_mlow,1e-09,1,0.3,0.1,1000,3,0.001
MIG034_very_low_tight_moderate_mlow,1e-09,1,0.3,0.1,1000,3,0.001
MIG035_very_low_tight_moderate_mlow,1e-09,1,0.3,0.1,1000,3,0.001
MIG036_very_low_tight_moderate_mlow,1e-09,1,0.3,0.1,1000,3,0.001
MIG037_very_low_tight_moderate_mlow,1e-09,1,0.3,0.1,1000,3,0.001
MIG038_very_low_tight_moderate_mlow,1e-09,1,0.3,0.1,1000,3,0.001
MIG039_very_low_tight_moderate_mlow,1e-09,1,0.3,0.1,1000,3,0.001
MIG040_very_low_tight_moderate_mlow,1e-09,1,0.3,0.1,1000,3,0.001
MIG041_very_low_tight_moderate_mlow,1e-09,1,0.3,0.2,1000,3,0.001
MIG042_very_low_tight_moderate_mlow,1e-09,1,0.3,0.2,1000,3,0.001
MIG043_very_low_tight_moderate_mlow,1e-09,1,0.3,0.2,1000,3,0.001
MIG044_very_low_tight_moderate_mlow,1e-09,1,0.3,0.2,1000,3,0.001
MIG045_very_low_tight_moderate_mlow,1e-09,1,0.3,0.2,1000,3,0.001
MIG046_very_low_tight_moderate_mlow,1e-09,1,0.3,0.2,1000,3,0.001
MIG047_very_low_tight_moderate_mlow,1e-09,1,0.3,0.2,1000,3,0.001
MIG048_very_low_tight_moderate_mlow,1e-09,1,0.3,0.2,1000,3,0.001
MIG049_very_low_tight_moderate_mlow,1e-09,1,0.3,0.2,1000,3,0.001
MIG050_very_low_tight_moderate_mlow,1e-09,1,0.3,0.2,1000,3,0.001
MIG051_very_low_tight_moderate_mlow,1e-09,1,0.3,0.2,1000,3,0.001
MIG052_very_low_tight_moderate_mlow,1e-09,1,0.3,0.2,1000,3,0.001
MIG053_very_low_tight_moderate_mlow,1e-09,1,0.3,0.2,1000,3,0.001
MIG054_very_low_tight_moderate_mlow,1e-09,1,0.3,0.2,1000,3,0.001
MIG055_very_low_tight_moderate_mlow,1e-09,1,0.3,0.2,1000,3,0.001
MIG056_very_low_tight_moderate_mlow,1e-09,1,0.3,0.2,1000,3,0.001
MIG057_very_low_tight_moderate_mlow,1e-09,1,0.3,0.2,1000,3,0.001
MIG058_very_low_tight_moderate_mlow,1e-09,1,0.3,0.2,1000,3,0.001
MIG059_very_low_tight_moderate_mlow,1e-09,1,0.3,0.2,1000,3,0.001
MIG060_very_low_tight_moderate_mlow,1e-09,1,0.3,0.2,1000,3,0.001
MIG061_very_low_tight_moderate_mmedium,1e-09,1,0.3,0.05,1000,3,0.01
MIG062_very_low_tight_moderate_mmedium,1e-09,1,0.3,0.05,1000,3,0.01
MIG063_very_low_tight_moderate_mmedium,1e-09,1,0.3,0.05,1000,3,0.01
MIG064_very_low_tight_moderate_mmedium,1e-09,1,0.3,0.05,1000,3,0.01
MIG065_very_low_tight_moderate_mmedium,1e-09,1,0.3,0.05,1000,3,0.01
MIG066_very_low_tight_moderate_mmedium,1e-09,1,0.3,0.05,1000,3,0.01
MIG067_very_low_tight_moderate_mmedium,1e-09,1,0.3,0.05,1000,3,0.01
MIG068_very_low_tight_moderate_mmedium,1e-09,1,0.3,0.05,1000,3,0.01
MIG069_very_low_tight_moderate_mmedium,1e-09,1,0.3,0.05,1000,3,0.01
MIG070_very_low_tight_moderate_mmedium,1e-09,1,0.3,0.05,1000,3,0.01
MIG071_very_low_tight_moderate_mmedium,1e-09,1,0.3,0.05,1000,3,0.01
MIG072_very_low_tight_moderate_mmedium,1e-09,1,0.3,0.05,1000,3,0.01
MIG073_very_low_tight_moderate_mmedium,1e-09,1,0.3,0.05,1000,3,0.01
MIG074_very_low_tight_moderate_mmedium,1e-09,1,0.3,0.05,1000,3,0.01
MIG075_very_low_tight_moderate_mmedium,1e-09,1,0.3,0.05,1000,3,0.01
MIG076_very_low_tight_moderate_mmedium,1e-09,1,0.3,0.05,1000,3,0.01
MIG077_very_low_tight_moderate_mmedium,1e-09,1,0.3,0.05,1000,3,0.01
MIG078_very_low_tight_moderate_mmedium,1e-09,1,0.3,0.05,1000,3,0.01
MIG079_very_low_tight_moderate_mmedium,1e-09,1,0.3,0.05,1000,3,0.01
MIG080_very_low_tight_moderate_mmedium,1e-09,1,0.3,0.05,1000,3,0.01
MIG081_very_low_tight_moderate_mmedium,1e-09,1,0.3,0.1,1000,3,0.01
MIG082_very_low_tight_moderate_mmedium,1e-09,1,0.3,0.1,1000,3,0.01
MIG083_very_low_tight_moderate_mmedium,1e-09,1,0.3,0.1,1000,3,0.01
MIG084_very_low_tight_moderate_mmedium,1e-09,1,0.3,0.1,1000,3,0.01
MIG085_very_low_tight_moderate_mmedium,1e-09,1,0.3,0.1,1000,3,0.01
MIG086_very_low_tight_moderate_mmedium,1e-09,1,0.3,0.1,1000,3,0.01
MIG087_very_low_tight_moderate_mmedium,1e-09,1,0.3,0.1,1000,3,0.01
MIG088_very_low_tight_moderate_mmedium,1e-09,1,0.3,0.1,1000,3,0.01
MIG089_very_low_tight_moderate_mmedium,1e-09,1,0.3,0.1,1000,3,0.01
MIG090_very_low_tight_moderate_mmedium,1e-09,1,0.3,0.1,1000,3,0.01
MIG091_very_low_tight_moderate_mmedium,1e-09,1,0.3,0.1,1000,3,0.01
MIG092_very_low_tight_moderate_mmedium,1e-09,1,0.3,0.1,1000,3,0.01
MIG093_very_low_tight_moderate_mmedium,1e-09,1,0.3,0.1,1000,3,0.01
MIG094_very_low_tight_moderate_mmedium,1e-09,1,0.3,0.1,1000,3,0.01
MIG095_very_low_tight_moderate_mmedium,1e-09,1,0.3,0.1,1000,3,0.01
MIG096_very_low_tight_moderate_mmedium,1e-09,1,0.3,0.1,1000,3,0.01
MIG097_very_low_tight_moderate_mmedium,1e-09,1,0.3,0.1,1000,3,0.01
MIG098_very_low_tight_moderate_mmedium,1e-09,1,0.3,0.1,1000,3,0.01
MIG099_very_low_tight_moderate_mmedium,1e-09,1,0.3,0.1,1000,3,0.01
MIG100_very_low_tight_moderate_mmedium,1e-09,1,0.3,0.1,1000,3,0.01
MIG101_very_low_tight_moderate_mmedium,1e-09,1,0.3,0.2,1000,3,0.01
MIG102_very_low_tight_moderate_mmedium,1e-09,1,0.3,0.2,1000,3,0.01
MIG103_very_low_tight_moderate_mmedium,1e-09,1,0.3,0.2,1000,3,0.01
MIG104_very_low_tight_moderate_mmedium,1e-09,1,0.3,0.2,1000,3,0.01
MIG105_very_low_tight_moderate_mmedium,1e-09,1,0.3,0.2,1000,3,0.01
MIG106_very_low_tight_moderate_mmedium,1e-09,1,0.3,0.2,1000,3,0.01
MIG107_very_low_tight_moderate_mmedium,1e-09,1,0.3,0.2,1000,3,0.01
MIG108_very_low_tight_moderate_mmedium,1e-09,1,0.3,0.2,1000,3,0.01
MIG109_very_low_tight_moderate_mmedium,1e-09,1,0.3,0.2,1000,3,0.01
MIG110_very_low_tight_moderate_mmedium,1e-09,1,0.3,0.2,1000,3,0.01
MIG111_very_low_tight_moderate_mmedium,1e-09,1,0.3,0.2,1000,3,0.01
MIG112_very_low_tight_moderate_mmedium,1e-09,1,0.3,0.2,1000,3,0.01
MIG113_very_low_tight_moderate_mmedium,1e-09,1,0.3,0.2,1000,3,0.01
MIG114_very_low_tight_moderate_mmedium,1e-09,1,0.3,0.2,1000,3,0.01
MIG115_very_low_tight_moderate_mmedium,1e-09,1,0.3,0.2,1000,3,0.01
MIG116_very_low_tight_moderate_mmedium,1e-09,1,0.3,0.2,1000,3,0.01
MIG117_very_low_tight_moderate_mmedium,1e-09,1,0.3,0.2,1000,3,0.01
MIG118_very_low_tight_moderate_mmedium,1e-09,1,0.3,0.2,1000,3,0.01
MIG119_very_low_tight_moderate_mmedium,1e-09,1,0.3,0.2,1000,3,0.01
MIG120_very_low_tight_moderate_mmedium,1e-09,1,0.3,0.2,1000,3,0.01
MIG121_very_low_tight_moderate_mhigh,1e-09,1,0.3,0.05,1000,3,0.05
MIG122_very_low_tight_moderate_mhigh,1e-09,1,0.3,0.05,1000,3,0.05
MIG123_very_low_tight_moderate_mhigh,1e-09,1,0.3,0.05,1000,3,0.05
MIG124_very_low_tight_moderate_mhigh,1e-09,1,0.3,0.05,1000,3,0.05
MIG125_very_low_tight_moderate_mhigh,1e-09,1,0.3,0.05,1000,3,0.05
MIG126_very_low_tight_moderate_mhigh,1e-09,1,0.3,0.05,1000,3,0.05
MIG127_very_low_tight_moderate_mhigh,1e-09,1,0.3,0.05,1000,3,0.05
MIG128_very_low_tight_moderate_mhigh,1e-09,1,0.3,0.05,1000,3,0.05
MIG129_very_low_tight_moderate_mhigh,1e-09,1,0.3,0.05,1000,3,0.05
MIG130_very_low_tight_moderate_mhigh,1e-09,1,0.3,0.05,1000,3,0.05
MIG131_very_low_tight_moderate_mhigh,1e-09,1,0.3,0.05,1000,3,0.05
MIG132_very_low_tight_moderate_mhigh,1e-09,1,0.3,0.05,1000,3,0.05
MIG133_very_low_tight_moderate_mhigh,1e-09,1,0.3,0.05,1000,3,0.05
MIG134_very_low_tight_moderate_mhigh,1e-09,1,0.3,0.05,1000,3,0.05
MIG135_very_low_tight_moderate_mhigh,1e-09,1,0.3,0.05,1000,3,0.05
MIG136_very_low_tight_moderate_mhigh,1e-09,1,0.3,0.05,1000,3,0.05
MIG137_very_low_tight_moderate_mhigh,1e-09,1,0.3,0.05,1000,3,0.05
MIG138_very_low_tight_moderate_mhigh,1e-09,1,0.3,0.05,1000,3,0.05
MIG139_very_low_tight_moderate_mhigh,1e-09,1,0.3,0.05,1000,3,0.05
MIG140_very_low_tight_moderate_mhigh,1e-09,1,0.3,0.05,1000,3,0.05
MIG141_very_low_tight_moderate_mhigh,1e-09,1,0.3,0.1,1000,3,0.05
MIG142_very_low_tight_moderate_mhigh,1e-09,1,0.3,0.1,1000,3,0.05
MIG143_very_low_tight_moderate_mhigh,1e-09,1,0.3,0.1,1000,3,0.05
MIG144_very_low_tight_moderate_mhigh,1e-09,1,0.3,0.1,1000,3,0.05
MIG145_very_low_tight_moderate_mhigh,1e-09,1,0.3,0.1,1000,3,0.05
MIG146_very_low_tight_moderate_mhigh,1e-09,1,0.3,0.1,1000,3,0.05
MIG147_very_low_tight_moderate_mhigh,1e-09,1,0.3,0.1,1000,3,0.05
MIG148_very_low_tight_moderate_mhigh,1e-09,1,0.3,0.1,1000,3,0.05
MIG149_very_low_tight_moderate_mhigh,1e-09,1,0.3,0.1,1000,3,0.05
MIG150_very_low_tight_moderate_mhigh,1e-09,1,0.3,0.1,1000,3,0.05
MIG151_very_low_tight_moderate_mhigh,1e-09,1,0.3,0.1,1000,3,0.05
MIG152_very_low_tight_moderate_mhigh,1e-09,1,0.3,0.1,1000,3,0.05
MIG153_very_low_tight_moderate_mhigh,1e-09,1,0.3,0.1,1000,3,0.05
MIG154_very_low_tight_moderate_mhigh,1e-09,1,0.3,0.1,1000,3,0.05
MIG155_very_low_tight_moderate_mhigh,1e-09,1,0.3,0.1,1000,3,0.05
MIG156_very_low_tight_moderate_mhigh,1e-09,1,0.3,0.1,1000,3,0.05
MIG157_very_low_tight_moderate_mhigh,1e-09,1,0.3,0.1,1000,3,0.05
MIG158_very_low_tight_moderate_mhigh,1e-09,1,0.3,0.1,1000,3,0.05
MIG159_very_low_tight_moderate_mhigh,1e-09,1,0.3,0.1,1000,3,0.05
MIG160_very_low_tight_moderate_mhigh,1e-09,1,0.3,0.1,1000,3,0.05
MIG161_very_low_tight_moderate_mhigh,1e-09,1,0.3,0.2,1000,3,0.05
MIG162_very_low_tight_moderate_mhigh,1e-09,1,0.3,0.2,1000,3,0.05
MIG163_very_low_tight_moderate_mhigh,1e-09,1,0.3,0.2,1000,3,0.05
MIG164_very_low_tight_moderate_mhigh,1e-09,1,0.3,0.2,1000,3,0.05
MIG165_very_low_tight_moderate_mhigh,1e-09,1,0.3,0.2,1000,3,0.05
MIG166_very_low_tight_moderate_mhigh,1e-09,1,0.3,0.2,1000,3,0.05
MIG167_very_low_tight_moderate_mhigh,1e-09,1,0.3,0.2,1000,3,0.05
MIG168_very_low_tight_moderate_mhigh,1e-09,1,0.3,0.2,1000,3,0.05
MIG169_very_low_tight_moderate_mhigh,1e-09,1,0.3,0.2,1000,3,0.05
MIG170_very_low_tight_moderate_mhigh,1e-09,1,0.3,0.2,1000,3,0.05
MIG171_very_low_tight_moderate_mhigh,1e-09,1,0.3,0.2,1000,3,0.05
MIG172_very_low_tight_moderate_mhigh,1e-09,1,0.3,0.2,1000,3,0.05
MIG173_very_low_tight_moderate_mhigh,1e-09,1,0.3,0.2,1000,3,0.05
MIG174_very_low_tight_moderate_mhigh,1e-09,1,0.3,0.2,1000,3,0.05
MIG175_very_low_tight_moderate_mhigh,1e-09,1,0.3,0.2,1000,3,0.05
MIG176_very_low_tight_moderate_mhigh,1e-09,1,0.3,0.2,1000,3,0.05
MIG177_very_low_tight_moderate_mhigh,1e-09,1,0.3,0.2,1000,3,0.05
MIG178_very_low_tight_moderate_mhigh,1e-09,1,0.3,0.2,1000,3,0.05
MIG179_very_low_tight_moderate_mhigh,1e-09,1,0.3,0.2,1000,3,0.05
MIG180_very_low_tight_moderate_mhigh,1e-09,1,0.3,0.2,1000,3,0.05
MIG181_low_medium_moderate_mlow,1e-08,5,0.3,0.05,1000,3,0.001
MIG182_low_medium_moderate_mlow,1e-08,5,0.3,0.05,1000,3,0.001
MIG183_low_medium_moderate_mlow,1e-08,5,0.3,0.05,1000,3,0.001
MIG184_low_medium_moderate_mlow,1e-08,5,0.3,0.05,1000,3,0.001
MIG185_low_medium_moderate_mlow,1e-08,5,0.3,0.05,1000,3,0.001
MIG186_low_medium_moderate_mlow,1e-08,5,0.3,0.05,1000,3,0.001
MIG187_low_medium_moderate_mlow,1e-08,5,0.3,0.05,1000,3,0.001
MIG188_low_medium_moderate_mlow,1e-08,5,0.3,0.05,1000,3,0.001
MIG189_low_medium_moderate_mlow,1e-08,5,0.3,0.05,1000,3,0.001
MIG190_low_medium_moderate_mlow,1e-08,5,0.3,0.05,1000,3,0.001
MIG191_low_medium_moderate_mlow,1e-08,5,0.3,0.05,1000,3,0.001
MIG192_low_medium_moderate_mlow,1e-08,5,0.3,0.05,1000,3,0.001
MIG193_low_medium_moderate_mlow,1e-08,5,0.3,0.05,1000,3,0.001
MIG194_low_medium_moderate_mlow,1e-08,5,0.3,0.05,1000,3,0.001
MIG195_low_medium_moderate_mlow,1e-08,5,0.3,0.05,1000,3,0.001
MIG196_low_medium_moderate_mlow,1e-08,5,0.3,0.05,1000,3,0.001
MIG197_low_medium_moderate_mlow,1e-08,5,0.3,0.05,1000,3,0.001
MIG198_low_medium_moderate_mlow,1e-08,5,0.3,0.05,1000,3,0.001
MIG199_low_medium_moderate_mlow,1e-08,5,0.3,0.05,1000,3,0.001
MIG200_low_medium_moderate_mlow,1e-08,5,0.3,0.05,1000,3,0.001
MIG201_low_medium_moderate_mlow,1e-08,5,0.3,0.1,1000,3,0.001
MIG202_low_medium_moderate_mlow,1e-08,5,0.3,0.1,1000,3,0.001
MIG203_low_medium_moderate_mlow,1e-08,5,0.3,0.1,1000,3,0.001
MIG204_low_medium_moderate_mlow,1e-08,5,0.3,0.1,1000,3,0.001
MIG205_low_medium_moderate_mlow,1e-08,5,0.3,0.1,1000,3,0.001
MIG206_low_medium_moderate_mlow,1e-08,5,0.3,0.1,1000,3,0.001
MIG207_low_medium_moderate_mlow,1e-08,5,0.3,0.1,1000,3,0.001
MIG208_low_medium_moderate_mlow,1e-08,5,0.3,0.1,1000,3,0.001
MIG209_low_medium_moderate_mlow,1e-08,5,0.3,0.1,1000,3,0.001
MIG210_low_medium_moderate_mlow,1e-08,5,0.3,0.1,1000,3,0.001
MIG211_low_medium_moderate_mlow,1e-08,5,0.3,0.1,1000,3,0.001
MIG212_low_medium_moderate_mlow,1e-08,5,0.3,0.1,1000,3,0.001
MIG213_low_medium_moderate_mlow,1e-08,5,0.3,0.1,1000,3,0.001
MIG214_low_medium_moderate_mlow,1e-08,5,0.3,0.1,1000,3,0.001
MIG215_low_medium_moderate_mlow,1e-08,5,0.3,0.1,1000,3,0.001
MIG216_low_medium_moderate_mlow,1e-08,5,0.3,0.1,1000,3,0.001
MIG217_low_medium_moderate_mlow,1e-08,5,0.3,0.1,1000,3,0.001
MIG218_low_medium_moderate_mlow,1e-08,5,0.3,0.1,1000,3,0.001
MIG219_low_medium_moderate_mlow,1e-08,5,0.3,0.1,1000,3,0.001
MIG220_low_medium_moderate_mlow,1e-08,5,0.3,0.1,1000,3,0.001
MIG221_low_medium_moderate_mlow,1e-08,5,0.3,0.2,1000,3,0.001
MIG222_low_medium_moderate_mlow,1e-08,5,0.3,0.2,1000,3,0.001
MIG223_low_medium_moderate_mlow,1e-08,5,0.3,0.2,1000,3,0.001
MIG224_low_medium_moderate_mlow,1e-08,5,0.3,0.2,1000,3,0.001
MIG225_low_medium_moderate_mlow,1e-08,5,0.3,0.2,1000,3,0.001
MIG226_low_medium_moderate_mlow,1e-08,5,0.3,0.2,1000,3,0.001
MIG227_low_medium_moderate_mlow,1e-08,5,0.3,0.2,1000,3,0.001
MIG228_low_medium_moderate_mlow,1e-08,5,0.3,0.2,1000,3,0.001
MIG229_low_medium_moderate_mlow,1e-08,5,0.3,0.2,1000,3,0.001
MIG230_low_medium_moderate_mlow,1e-08,5,0.3,0.2,1000,3,0.001
MIG231_low_medium_moderate_mlow,1e-08,5,0.3,0.2,1000,3,0.001
MIG232_low_medium_moderate_mlow,1e-08,5,0.3,0.2,1000,3,0.001
MIG233_low_medium_moderate_mlow,1e-08,5,0.3,0.2,1000,3,0.001
MIG234_low_medium_moderate_mlow,1e-08,5,0.3,0.2,1000,3,0.001
MIG235_low_medium_moderate_mlow,1e-08,5,0.3,0.2,1000,3,0.001
MIG236_low_medium_moderate_mlow,1e-08,5,0.3,0.2,1000,3,0.001
MIG237_low_medium_moderate_mlow,1e-08,5,0.3,0.2,1000,3,0.001
MIG238_low_medium_moderate_mlow,1e-08,5,0.3,0.2,1000,3,0.001
MIG239_low_medium_moderate_mlow,1e-08,5,0.3,0.2,1000,3,0.001
MIG240_low_medium_moderate_mlow,1e-08,5,0.3,0.2,1000,3,0.001
MIG241_low_medium_moderate_mmedium,1e-08,5,0.3,0.05,1000,3,0.01
MIG242_low_medium_moderate_mmedium,1e-08,5,0.3,0.05,1000,3,0.01
MIG243_low_medium_moderate_mmedium,1e-08,5,0.3,0.05,1000,3,0.01
MIG244_low_medium_moderate_mmedium,1e-08,5,0.3,0.05,1000,3,0.01
MIG245_low_medium_moderate_mmedium,1e-08,5,0.3,0.05,1000,3,0.01
MIG246_low_medium_moderate_mmedium,1e-08,5,0.3,0.05,1000,3,0.01
MIG247_low_medium_moderate_mmedium,1e-08,5,0.3,0.05,1000,3,0.01
MIG248_low_medium_moderate_mmedium,1e-08,5,0.3,0.05,1000,3,0.01
MIG249_low_medium_moderate_mmedium,1e-08,5,0.3,0.05,1000,3,0.01
MIG250_low_medium_moderate_mmedium,1e-08,5,0.3,0.05,1000,3,0.01
MIG251_low_medium_moderate_mmedium,1e-08,5,0.3,0.05,1000,3,0.01
MIG252_low_medium_moderate_mmedium,1e-08,5,0.3,0.05,1000,3,0.01
MIG253_low_medium_moderate_mmedium,1e-08,5,0.3,0.05,1000,3,0.01
MIG254_low_medium_moderate_mmedium,1e-08,5,0.3,0.05,1000,3,0.01
MIG255_low_medium_moderate_mmedium,1e-08,5,0.3,0.05,1000,3,0.01
MIG256_low_medium_moderate_mmedium,1e-08,5,0.3,0.05,1000,3,0.01
MIG257_low_medium_moderate_mmedium,1e-08,5,0.3,0.05,1000,3,0.01
MIG258_low_medium_moderate_mmedium,1e-08,5,0.3,0.05,1000,3,0.01
MIG259_low_medium_moderate_mmedium,1e-08,5,0.3,0.05,1000,3,0.01
MIG260_low_medium_moderate_mmedium,1e-08,5,0.3,0.05,1000,3,0.01
MIG261_low_medium_moderate_mmedium,1e-08,5,0.3,0.1,1000,3,0.01
MIG262_low_medium_moderate_mmedium,1e-08,5,0.3,0.1,1000,3,0.01
MIG263_low_medium_moderate_mmedium,1e-08,5,0.3,0.1,1000,3,0.01
MIG264_low_medium_moderate_mmedium,1e-08,5,0.3,0.1,1000,3,0.01
MIG265_low_medium_moderate_mmedium,1e-08,5,0.3,0.1,1000,3,0.01
MIG266_low_medium_moderate_mmedium,1e-08,5,0.3,0.1,1000,3,0.01
MIG267_low_medium_moderate_mmedium,1e-08,5,0.3,0.1,1000,3,0.01
MIG268_low_medium_moderate_mmedium,1e-08,5,0.3,0.1,1000,3,0.01
MIG269_low_medium_moderate_mmedium,1e-08,5,0.3,0.1,1000,3,0.01
MIG270_low_medium_moderate_mmedium,1e-08,5,0.3,0.1,1000,3,0.01
MIG271_low_medium_moderate_mmedium,1e-08,5,0.3,0.1,1000,3,0.01
MIG272_low_medium_moderate_mmedium,1e-08,5,0.3,0.1,1000,3,0.01
MIG273_low_medium_moderate_mmedium,1e-08,5,0.3,0.1,1000,3,0.01
MIG274_low_medium_moderate_mmedium,1e-08,5,0.3,0.1,1000,3,0.01
MIG275_low_medium_moderate_mmedium,1e-08,5,0.3,0.1,1000,3,0.01
MIG276_low_medium_moderate_mmedium,1e-08,5,0.3,0.1,1000,3,0.01
MIG277_low_medium_moderate_mmedium,1e-08,5,0.3,0.1,1000,3,0.01
MIG278_low_medium_moderate_mmedium,1e-08,5,0.3,0.1,1000,3,0.01
MIG279_low_medium_moderate_mmedium,1e-08,5,0.3,0.1,1000,3,0.01
MIG280_low_medium_moderate_mmedium,1e-08,5,0.3,0.1,1000,3,0.01
MIG281_low_medium_moderate_mmedium,1e-08,5,0.3,0.2,1000,3,0.01
MIG282_low_medium_moderate_mmedium,1e-08,5,0.3,0.2,1000,3,0.01
MIG283_low_medium_moderate_mmedium,1e-08,5,0.3,0.2,1000,3,0.01
MIG284_low_medium_moderate_mmedium,1e-08,5,0.3,0.2,1000,3,0.01
MIG285_low_medium_moderate_mmedium,1e-08,5,0.3,0.2,1000,3,0.01
MIG286_low_medium_moderate_mmedium,1e-08,5,0.3,0.2,1000,3,0.01
MIG287_low_medium_moderate_mmedium,1e-08,5,0.3,0.2,1000,3,0.01
MIG288_low_medium_moderate_mmedium,1e-08,5,0.3,0.2,1000,3,0.01
MIG289_low_medium_moderate_mmedium,1e-08,5,0.3,0.2,1000,3,0.01
MIG290_low_medium_moderate_mmedium,1e-08,5,0.3,0.2,1000,3,0.01
MIG291_low_medium_moderate_mmedium,1e-08,5,0.3,0.2,1000,3,0.01
MIG292_low_medium_moderate_mmedium,1e-08,5,0.3,0.2,1000,3,0.01
MIG293_low_medium_moderate_mmedium,1e-08,5,0.3,0.2,1000,3,0.01
MIG294_low_medium_moderate_mmedium,1e-08,5,0.3,0.2,1000,3,0.01
MIG295_low_medium_moderate_mmedium,1e-08,5,0.3,0.2,1000,3,0.01
MIG296_low_medium_moderate_mmedium,1e-08,5,0.3,0.2,1000,3,0.01
MIG297_low_medium_moderate_mmedium,1e-08,5,0.3,0.2,1000,3,0.01
MIG298_low_medium_moderate_mmedium,1e-08,5,0.3,0.2,1000,3,0.01
MIG299_low_medium_moderate_mmedium,1e-08,5,0.3,0.2,1000,3,0.01
MIG300_low_medium_moderate_mmedium,1e-08,5,0.3,0.2,1000,3,0.01
MIG301_low_medium_moderate_mhigh,1e-08,5,0.3,0.05,1000,3,0.05
MIG302_low_medium_moderate_mhigh,1e-08,5,0.3,0.05,1000,3,0.05
MIG303_low_medium_moderate_mhigh,1e-08,5,0.3,0.05,1000,3,0.05
MIG304_low_medium_moderate_mhigh,1e-08,5,0.3,0.05,1000,3,0.05
MIG305_low_medium_moderate_mhigh,1e-08,5,0.3,0.05,1000,3,0.05
MIG306_low_medium_moderate_mhigh,1e-08,5,0.3,0.05,1000,3,0.05
MIG307_low_medium_moderate_mhigh,1e-08,5,0.3,0.05,1000,3,0.05
MIG308_low_medium_moderate_mhigh,1e-08,5,0.3,0.05,1000,3,0.05
MIG309_low_medium_moderate_mhigh,1e-08,5,0.3,0.05,1000,3,0.05
MIG310_low_medium_moderate_mhigh,1e-08,5,0.3,0.05,1000,3,0.05
MIG311_low_medium_moderate_mhigh,1e-08,5,0.3,0.05,1000,3,0.05
MIG312_low_medium_moderate_mhigh,1e-08,5,0.3,0.05,1000,3,0.05
MIG313_low_medium_moderate_mhigh,1e-08,5,0.3,0.05,1000,3,0.05
MIG314_low_medium_moderate_mhigh,1e-08,5,0.3,0.05,1000,3,0.05
MIG315_low_medium_moderate_mhigh,1e-08,5,0.3,0.05,1000,3,0.05
MIG316_low_medium_moderate_mhigh,1e-08,5,0.3,0.05,1000,3,0.05
MIG317_low_medium_moderate_mhigh,1e-08,5,0.3,0.05,1000,3,0.05
MIG318_low_medium_moderate_mhigh,1e-08,5,0.3,0.05,1000,3,0.05
