p1	p2	dcifer
SPT35352	SPT35423	0.012
SPT35352	SPT35436	0
SPT35352	SPT35444	0
SPT35352	SPT35316	0
SPT35352	SPT35331	0.035
SPT35352	SPT35339	0.01
SPT35352	SPT35364	0
SPT35352	SPT35372	0.007
SPT35352	SPT35405	0
SPT35352	SPT35424	0.002
SPT35352	SPT35427	0.005
SPT35352	SPT35437	0
SPT35352	SPT35440	0
SPT35352	SPT35467	0
SPT35352	SPT35468	0
SPT35352	SPT35470	0
SPT35352	SPT35472	0.003
SPT35352	SPT35475	0
SPT35352	SPT35476	0
SPT35352	SPT35485	0
SPT35352	SPT35499	0
SPT35352	SPT35780	0.012
SPT35361	SPT35363	0
SPT35361	SPT35389	0
SPT35361	SPT35425	0.001
SPT35361	SPT35435	0
SPT35361	SPT35443	0.01
SPT35361	SPT35447	0
SPT35361	SPT35448	0
SPT35361	SPT35449	0
SPT35361	SPT35458	0
SPT35361	SPT35461	0
SPT35361	SPT35462	0
SPT35361	SPT35463	0
SPT35361	SPT35487	0
SPT35361	SPT35501	0
SPT35361	SPT35510	0.004
SPT35361	SPT35511	0
SPT35361	SPT35514	0
SPT35361	SPT35515	0
SPT35361	SPT35516	0
SPT35361	SPT35517	0
SPT35361	SPT35518	0
SPT35361	SPT35519	0
SPT35361	SPT35520	0
SPT35361	SPT35521	0.009
SPT35361	SPT35522	0
SPT35361	SPT35523	0
SPT35361	SPT35524	0
SPT35361	SPT35525	0
SPT35361	SPT35526	0
SPT35361	SPT35529	0
SPT35361	SPT35532	0
SPT35361	SPT35537	0
SPT35361	SPT35538	0
SPT35361	SPT35541	0
SPT35361	SPT35543	0
SPT35361	SPT35544	0
SPT35361	SPT35546	0
SPT35361	SPT35547	0
SPT35361	SPT35552	0
SPT35361	SPT35553	0.001
SPT35361	SPT35557	0
SPT35361	SPT35561	0
SPT35361	SPT35563	0.003
SPT35361	SPT35567	0.001
SPT35361	SPT35576	0
SPT35361	SPT35577	0
SPT35361	SPT35580	0
SPT35361	SPT35583	0
SPT35361	SPT35584	0
SPT35361	SPT35585	0
SPT35361	SPT35302	0
SPT35361	SPT35303	0
SPT35361	SPT35304	0
SPT35361	SPT35306	0.007
SPT35361	SPT35308	0
SPT35361	SPT35310	0
SPT35361	SPT35315	0.002
SPT35361	SPT35325	0
SPT35361	SPT35336	0
SPT35361	SPT35337	0
SPT35361	SPT35338	0.011
SPT35361	SPT35340	0
SPT35361	SPT35348	0
SPT35361	SPT35349	0
SPT35361	SPT35354	0.09
SPT35361	SPT35356	0.034
SPT35361	SPT35357	0.014
SPT35361	SPT35360	0
SPT35361	SPT35365	0.016
SPT35361	SPT35366	0.081
SPT35361	SPT35368	0.002
SPT35361	SPT35369	0.008
SPT35361	SPT35370	0.034
SPT35361	SPT35373	0.009
SPT35361	SPT35377	0
SPT35361	SPT35378	0.023
SPT35361	SPT35379	0
SPT35361	SPT35382	0.175
SPT35361	SPT35384	0
SPT35361	SPT35390	0
SPT35361	SPT35407	0
SPT35361	SPT35410	0
SPT35361	SPT35414	0.003
SPT35361	SPT35417	0.001
SPT35361	SPT35418	0.02
SPT35361	SPT35419	0
SPT35361	SPT35423	0.005
SPT35361	SPT35436	0.012
SPT35361	SPT35444	0
SPT35361	SPT35316	0.041
SPT35361	SPT35331	0
SPT35361	SPT35339	0.008
SPT35361	SPT35364	0.01
SPT35361	SPT35372	0.004
SPT35361	SPT35405	0
SPT35361	SPT35424	0
SPT35361	SPT35427	0.003
SPT35361	SPT35437	0
SPT35361	SPT35440	0.006
SPT35361	SPT35467	0
SPT35361	SPT35468	0
SPT35361	SPT35470	0
SPT35361	SPT35472	0.003
SPT35361	SPT35475	0
SPT35361	SPT35476	0
SPT35361	SPT35485	0.013
SPT35361	SPT35499	0
SPT35361	SPT35780	0.002
SPT35363	SPT35389	0
SPT35363	SPT35425	0.014
SPT35363	SPT35435	0
SPT35363	SPT35443	0.005
SPT35363	SPT35447	0
SPT35363	SPT35448	0
SPT35363	SPT35449	0
SPT35363	SPT35458	0.024
SPT35363	SPT35461	0.009
SPT35363	SPT35462	0
SPT35363	SPT35463	0.003
SPT35363	SPT35487	0
SPT35363	SPT35501	0
SPT35363	SPT35510	0.011
SPT35363	SPT35511	0
SPT35363	SPT35514	0
SPT35363	SPT35515	0
SPT35363	SPT35516	0
SPT35363	SPT35517	0
SPT35363	SPT35518	0.021
SPT35363	SPT35519	0.005
SPT35363	SPT35520	0.001
SPT35363	SPT35521	0.011
SPT35363	SPT35522	0
SPT35363	SPT35523	0
SPT35363	SPT35524	0
SPT35363	SPT35525	0
SPT35363	SPT35526	0
SPT35363	SPT35529	0
SPT35363	SPT35532	0
SPT35363	SPT35537	0
SPT35363	SPT35538	0
SPT35363	SPT35541	0.004
SPT35363	SPT35543	0.012
SPT35363	SPT35544	0
SPT35363	SPT35546	0
SPT35363	SPT35547	0
SPT35363	SPT35552	0
SPT35363	SPT35553	0
SPT35363	SPT35557	0
SPT35363	SPT35561	0
SPT35363	SPT35563	0.011
SPT35363	SPT35567	0.008
SPT35363	SPT35576	0
SPT35363	SPT35577	0.012
SPT35363	SPT35580	0.012
SPT35363	SPT35583	0.019
SPT35363	SPT35584	0
SPT35363	SPT35585	0
SPT35363	SPT35302	0
SPT35363	SPT35303	0
SPT35363	SPT35304	0
SPT35363	SPT35306	0
SPT35363	SPT35308	0
SPT35363	SPT35310	0
SPT35363	SPT35315	0
SPT35363	SPT35325	0
SPT35363	SPT35336	0
SPT35363	SPT35337	0
SPT35363	SPT35338	0.009
SPT35363	SPT35340	0
SPT35363	SPT35348	0.003
SPT35363	SPT35349	0.013
SPT35363	SPT35354	0
SPT35363	SPT35356	0
SPT35363	SPT35357	0
SPT35363	SPT35360	0
SPT35363	SPT35365	0
SPT35363	SPT35366	0
SPT35363	SPT35368	0.008
SPT35363	SPT35369	0
SPT35363	SPT35370	0
SPT35363	SPT35373	0.03
SPT35363	SPT35377	0
SPT35363	SPT35378	0.003
SPT35363	SPT35379	0
SPT35363	SPT35382	0
SPT35363	SPT35384	0
SPT35363	SPT35390	0.006
SPT35363	SPT35407	0
SPT35363	SPT35410	0
SPT35363	SPT35414	0.006
SPT35363	SPT35417	0.004
SPT35363	SPT35418	0
SPT35363	SPT35419	0
SPT35363	SPT35423	0.012
SPT35363	SPT35436	0.004
SPT35363	SPT35444	0
SPT35363	SPT35316	0
SPT35363	SPT35331	0
SPT35363	SPT35339	0
SPT35363	SPT35364	0
SPT35363	SPT35372	0
SPT35363	SPT35405	0
SPT35363	SPT35424	0.017
SPT35363	SPT35427	0.009
SPT35363	SPT35437	0
SPT35363	SPT35440	0.01
SPT35363	SPT35467	0
SPT35363	SPT35468	0
SPT35363	SPT35470	0
SPT35363	SPT35472	0.02
SPT35363	SPT35475	0
SPT35363	SPT35476	0
SPT35363	SPT35485	0.014
SPT35363	SPT35499	0
SPT35363	SPT35780	0
SPT35389	SPT35425	0
SPT35389	SPT35435	0
SPT35389	SPT35443	0
SPT35389	SPT35447	0
SPT35389	SPT35448	0
SPT35389	SPT35449	0
SPT35389	SPT35458	0
SPT35389	SPT35461	0
SPT35389	SPT35462	0
SPT35389	SPT35463	0
SPT35389	SPT35487	0
SPT35389	SPT35501	0
SPT35389	SPT35510	0
SPT35389	SPT35511	0
SPT35389	SPT35514	0
SPT35389	SPT35515	0
SPT35389	SPT35516	0
SPT35389	SPT35517	0
SPT35389	SPT35518	0
SPT35389	SPT35519	0
SPT35389	SPT35520	0
SPT35389	SPT35521	0.006
SPT35389	SPT35522	0
SPT35389	SPT35523	0
SPT35389	SPT35524	0
SPT35389	SPT35525	0
SPT35389	SPT35526	0
SPT35389	SPT35529	0
SPT35389	SPT35532	0
SPT35389	SPT35537	0
SPT35389	SPT35538	0
SPT35389	SPT35541	0.005
SPT35389	SPT35543	0.013
SPT35389	SPT35544	0.001
SPT35389	SPT35546	0
SPT35389	SPT35547	0
SPT35389	SPT35552	0
SPT35389	SPT35553	0.01
SPT35389	SPT35557	0
SPT35389	SPT35561	0
SPT35389	SPT35563	0
SPT35389	SPT35567	0
SPT35389	SPT35576	0
SPT35389	SPT35577	0
SPT35389	SPT35580	0
SPT35389	SPT35583	0
SPT35389	SPT35584	0
SPT35389	SPT35585	0
SPT35389	SPT35302	0
SPT35389	SPT35303	0.024
SPT35389	SPT35304	0.001
SPT35389	SPT35306	0
SPT35389	SPT35308	0
SPT35389	SPT35310	0.02
SPT35389	SPT35315	0
SPT35389	SPT35325	0
SPT35389	SPT35336	0
SPT35389	SPT35337	0
SPT35389	SPT35338	0
SPT35389	SPT35340	0.999
SPT35389	SPT35348	0.005
SPT35389	SPT35349	0
SPT35389	SPT35354	0
SPT35389	SPT35356	0
SPT35389	SPT35357	0
SPT35389	SPT35360	0
SPT35389	SPT35365	0
SPT35389	SPT35366	0
SPT35389	SPT35368	0
SPT35389	SPT35369	0
SPT35389	SPT35370	0
SPT35389	SPT35373	0
SPT35389	SPT35377	0.999
SPT35389	SPT35378	0
SPT35389	SPT35379	0
SPT35389	SPT35382	0
SPT35389	SPT35384	0
SPT35389	SPT35390	0.007
SPT35389	SPT35407	0
SPT35389	SPT35410	0
SPT35389	SPT35414	0.003
SPT35389	SPT35417	0.001
SPT35389	SPT35418	0
SPT35389	SPT35419	0
SPT35389	SPT35423	0.001
SPT35389	SPT35436	0
SPT35389	SPT35444	0
SPT35389	SPT35316	0
SPT35389	SPT35331	0
SPT35389	SPT35339	0
SPT35389	SPT35364	0.026
SPT35389	SPT35372	0
SPT35389	SPT35405	0
SPT35389	SPT35424	0
SPT35389	SPT35427	0
SPT35389	SPT35437	0
SPT35389	SPT35440	0
SPT35389	SPT35467	0
SPT35389	SPT35468	0
SPT35389	SPT35470	0
SPT35389	SPT35472	0.004
SPT35389	SPT35475	0
SPT35389	SPT35476	0
SPT35389	SPT35485	0.01
SPT35389	SPT35499	0
SPT35389	SPT35780	0
SPT35425	SPT35435	0
SPT35425	SPT35443	0.025
SPT35425	SPT35447	0.008
SPT35425	SPT35448	0
SPT35425	SPT35449	0
SPT35425	SPT35458	0.007
SPT35425	SPT35461	0.01
SPT35425	SPT35462	0
SPT35425	SPT35463	0.01
SPT35425	SPT35487	0
SPT35425	SPT35501	0
SPT35425	SPT35510	0.014
SPT35425	SPT35511	0
SPT35425	SPT35514	0
SPT35425	SPT35515	0
SPT35425	SPT35516	0
SPT35425	SPT35517	0
SPT35425	SPT35518	0.018
SPT35425	SPT35519	0
SPT35425	SPT35520	0
SPT35425	SPT35521	0.029
SPT35425	SPT35522	0.003
SPT35425	SPT35523	0
SPT35425	SPT35524	0.003
SPT35425	SPT35525	0
SPT35425	SPT35526	0
SPT35425	SPT35529	0
SPT35425	SPT35532	0
SPT35425	SPT35537	0.002
SPT35425	SPT35538	0.008
SPT35425	SPT35541	0
SPT35425	SPT35543	0.008
SPT35425	SPT35544	0.018
SPT35425	SPT35546	0
SPT35425	SPT35547	0
SPT35425	SPT35552	0.009
SPT35425	SPT35553	0.005
SPT35425	SPT35557	0.029
SPT35425	SPT35561	0.014
SPT35425	SPT35563	0.01
SPT35425	SPT35567	0.013
SPT35425	SPT35576	0
SPT35425	SPT35577	0
SPT35425	SPT35580	0
SPT35425	SPT35583	0
SPT35425	SPT35584	0
SPT35425	SPT35585	0
SPT35425	SPT35302	0
SPT35425	SPT35303	0
SPT35425	SPT35304	0
SPT35425	SPT35306	0.01
SPT35425	SPT35308	0
SPT35425	SPT35310	0.001
SPT35425	SPT35315	0
SPT35425	SPT35325	0.027
SPT35425	SPT35336	0
SPT35425	SPT35337	0
SPT35425	SPT35338	0
SPT35425	SPT35340	0
SPT35425	SPT35348	0
SPT35425	SPT35349	0.016
SPT35425	SPT35354	0
SPT35425	SPT35356	0.005
SPT35425	SPT35357	0
SPT35425	SPT35360	0
SPT35425	SPT35365	0
SPT35425	SPT35366	0
SPT35425	SPT35368	0
SPT35425	SPT35369	0
SPT35425	SPT35370	0
SPT35425	SPT35373	0.007
SPT35425	SPT35377	0
SPT35425	SPT35378	0
SPT35425	SPT35379	0
SPT35425	SPT35382	0
SPT35425	SPT35384	0
SPT35425	SPT35390	0
SPT35425	SPT35407	0
SPT35425	SPT35410	0
SPT35425	SPT35414	0
SPT35425	SPT35417	0
SPT35425	SPT35418	0
SPT35425	SPT35419	0
SPT35425	SPT35423	0
SPT35425	SPT35436	0
SPT35425	SPT35444	0
SPT35425	SPT35316	0
SPT35425	SPT35331	0
SPT35425	SPT35339	0.027
SPT35425	SPT35364	0
SPT35425	SPT35372	0
SPT35425	SPT35405	0
SPT35425	SPT35424	0.011
SPT35425	SPT35427	0.016
SPT35425	SPT35437	0
SPT35425	SPT35440	0
SPT35425	SPT35467	0
SPT35425	SPT35468	0
SPT35425	SPT35470	0
SPT35425	SPT35472	0.005
SPT35425	SPT35475	0
SPT35425	SPT35476	0
SPT35425	SPT35485	0.024
SPT35425	SPT35499	0.001
SPT35425	SPT35780	0
SPT35435	SPT35443	0
SPT35435	SPT35447	0
SPT35435	SPT35448	0.28
SPT35435	SPT35449	0
SPT35435	SPT35458	0
SPT35435	SPT35461	0
SPT35435	SPT35462	0
SPT35435	SPT35463	0
SPT35435	SPT35487	0.966
SPT35435	SPT35501	0
SPT35435	SPT35510	0
SPT35435	SPT35511	0
SPT35435	SPT35514	0.496
SPT35435	SPT35515	0.645
SPT35435	SPT35516	0.603
SPT35435	SPT35517	0.407
SPT35435	SPT35518	0
SPT35435	SPT35519	0
SPT35435	SPT35520	0
SPT35435	SPT35521	0
SPT35435	SPT35522	0
SPT35435	SPT35523	0.707
SPT35435	SPT35524	0
SPT35435	SPT35525	0
SPT35435	SPT35526	0
SPT35435	SPT35529	0
SPT35435	SPT35532	0.742
SPT35435	SPT35537	0
SPT35435	SPT35538	0
SPT35435	SPT35541	0
SPT35435	SPT35543	0
SPT35435	SPT35544	0
SPT35435	SPT35546	0
SPT35435	SPT35547	0
SPT35435	SPT35552	0
SPT35435	SPT35553	0
SPT35435	SPT35557	0
SPT35435	SPT35561	0.044
SPT35435	SPT35563	0
SPT35435	SPT35567	0
SPT35435	SPT35576	0
SPT35435	SPT35577	0
SPT35435	SPT35580	0
SPT35435	SPT35583	0
SPT35435	SPT35584	0
SPT35435	SPT35585	0
SPT35435	SPT35302	0
SPT35435	SPT35303	0
SPT35435	SPT35304	0
SPT35435	SPT35306	0
SPT35435	SPT35308	0
SPT35435	SPT35310	0
SPT35435	SPT35315	0
SPT35435	SPT35325	0
SPT35435	SPT35336	0
SPT35435	SPT35337	0
SPT35435	SPT35338	0
SPT35435	SPT35340	0
SPT35435	SPT35348	0
SPT35435	SPT35349	0
SPT35435	SPT35354	0
SPT35435	SPT35356	0
SPT35435	SPT35357	0
SPT35435	SPT35360	0
SPT35435	SPT35365	0
SPT35435	SPT35366	0
SPT35435	SPT35368	0
SPT35435	SPT35369	0
SPT35435	SPT35370	0
SPT35435	SPT35373	0
SPT35435	SPT35377	0
SPT35435	SPT35378	0
SPT35435	SPT35379	0
SPT35435	SPT35382	0
SPT35435	SPT35384	0
SPT35435	SPT35390	0
SPT35435	SPT35407	0
SPT35435	SPT35410	0
SPT35435	SPT35414	0
SPT35435	SPT35417	0
SPT35435	SPT35418	0
SPT35435	SPT35419	0
SPT35435	SPT35423	0
SPT35435	SPT35436	0
SPT35435	SPT35444	0
SPT35435	SPT35316	0
SPT35435	SPT35331	0
SPT35435	SPT35339	0
SPT35435	SPT35364	0
SPT35435	SPT35372	0
SPT35435	SPT35405	0
SPT35435	SPT35424	0
SPT35435	SPT35427	0
SPT35435	SPT35437	0.237
SPT35435	SPT35440	0
SPT35435	SPT35467	0
SPT35435	SPT35468	0.477
SPT35435	SPT35470	0
SPT35435	SPT35472	0
SPT35435	SPT35475	0
SPT35435	SPT35476	0.39
SPT35435	SPT35485	0
SPT35435	SPT35499	0
SPT35435	SPT35780	0
SPT35443	SPT35447	0.011
SPT35443	SPT35448	0
SPT35443	SPT35449	0
SPT35443	SPT35458	0.014
SPT35443	SPT35461	0.004
SPT35443	SPT35462	0
SPT35443	SPT35463	0
SPT35443	SPT35487	0
SPT35443	SPT35501	0
SPT35443	SPT35510	0.01
SPT35443	SPT35511	0
SPT35443	SPT35514	0
SPT35443	SPT35515	0
SPT35443	SPT35516	0
SPT35443	SPT35517	0
SPT35443	SPT35518	0.027
SPT35443	SPT35519	0.002
SPT35443	SPT35520	0.01
SPT35443	SPT35521	0
SPT35443	SPT35522	0
SPT35443	SPT35523	0
SPT35443	SPT35524	0
SPT35443	SPT35525	0
SPT35443	SPT35526	0
SPT35443	SPT35529	0
SPT35443	SPT35532	0
SPT35443	SPT35537	0
SPT35443	SPT35538	0
SPT35443	SPT35541	0.003
SPT35443	SPT35543	0.013
SPT35443	SPT35544	0
SPT35443	SPT35546	0
SPT35443	SPT35547	0
SPT35443	SPT35552	0
SPT35443	SPT35553	0.003
SPT35443	SPT35557	0
SPT35443	SPT35561	0.007
SPT35443	SPT35563	0.021
SPT35443	SPT35567	0.019
SPT35443	SPT35576	0
SPT35443	SPT35577	0
SPT35443	SPT35580	0
SPT35443	SPT35583	0.01
SPT35443	SPT35584	0
SPT35443	SPT35585	0
SPT35443	SPT35302	0
SPT35443	SPT35303	0
SPT35443	SPT35304	0
SPT35443	SPT35306	0
SPT35443	SPT35308	0
SPT35443	SPT35310	0
SPT35443	SPT35315	0
SPT35443	SPT35325	0
SPT35443	SPT35336	0.005
SPT35443	SPT35337	0
SPT35443	SPT35338	0
SPT35443	SPT35340	0
SPT35443	SPT35348	0
SPT35443	SPT35349	0
SPT35443	SPT35354	0.005
SPT35443	SPT35356	0
SPT35443	SPT35357	0
SPT35443	SPT35360	0
SPT35443	SPT35365	0.004
SPT35443	SPT35366	0.006
SPT35443	SPT35368	0
SPT35443	SPT35369	0
SPT35443	SPT35370	0
SPT35443	SPT35373	0
SPT35443	SPT35377	0
SPT35443	SPT35378	0.002
SPT35443	SPT35379	0.004
SPT35443	SPT35382	0
SPT35443	SPT35384	0.004
SPT35443	SPT35390	0
SPT35443	SPT35407	0
SPT35443	SPT35410	0.009
SPT35443	SPT35414	0.007
SPT35443	SPT35417	0.005
SPT35443	SPT35418	0
SPT35443	SPT35419	0
SPT35443	SPT35423	0.005
SPT35443	SPT35436	0
SPT35443	SPT35444	0
SPT35443	SPT35316	0
SPT35443	SPT35331	0
SPT35443	SPT35339	0.026
SPT35443	SPT35364	0.005
SPT35443	SPT35372	0
SPT35443	SPT35405	0
SPT35443	SPT35424	0.004
SPT35443	SPT35427	0.006
SPT35443	SPT35437	0.009
SPT35443	SPT35440	0.007
SPT35443	SPT35467	0
SPT35443	SPT35468	0
SPT35443	SPT35470	0
SPT35443	SPT35472	0
SPT35443	SPT35475	0
SPT35443	SPT35476	0
SPT35443	SPT35485	0
SPT35443	SPT35499	0
SPT35443	SPT35780	0.006
SPT35447	SPT35448	0
SPT35447	SPT35449	0
SPT35447	SPT35458	0.031
SPT35447	SPT35461	0.013
SPT35447	SPT35462	0
SPT35447	SPT35463	0
SPT35447	SPT35487	0
SPT35447	SPT35501	0
SPT35447	SPT35510	0
SPT35447	SPT35511	0
SPT35447	SPT35514	0
SPT35447	SPT35515	0
SPT35447	SPT35516	0
SPT35447	SPT35517	0
SPT35447	SPT35518	0.027
SPT35447	SPT35519	0.003
SPT35447	SPT35520	0.013
SPT35447	SPT35521	0
SPT35447	SPT35522	0
SPT35447	SPT35523	0
SPT35447	SPT35524	0.004
SPT35447	SPT35525	0
SPT35447	SPT35526	0
SPT35447	SPT35529	0
SPT35447	SPT35532	0
SPT35447	SPT35537	0.003
SPT35447	SPT35538	0.005
SPT35447	SPT35541	0.011
SPT35447	SPT35543	0.01
SPT35447	SPT35544	0
SPT35447	SPT35546	0
SPT35447	SPT35547	0
SPT35447	SPT35552	0
SPT35447	SPT35553	0.004
SPT35447	SPT35557	0
SPT35447	SPT35561	0
SPT35447	SPT35563	0
SPT35447	SPT35567	0
SPT35447	SPT35576	0
SPT35447	SPT35577	0
SPT35447	SPT35580	0
SPT35447	SPT35583	0.007
SPT35447	SPT35584	0
SPT35447	SPT35585	0
SPT35447	SPT35302	0
SPT35447	SPT35303	0
SPT35447	SPT35304	0
SPT35447	SPT35306	0
SPT35447	SPT35308	0
SPT35447	SPT35310	0.002
SPT35447	SPT35315	0
SPT35447	SPT35325	0
SPT35447	SPT35336	0
SPT35447	SPT35337	0
SPT35447	SPT35338	0.017
SPT35447	SPT35340	0
SPT35447	SPT35348	0
SPT35447	SPT35349	0.008
SPT35447	SPT35354	0
SPT35447	SPT35356	0.003
SPT35447	SPT35357	0.003
SPT35447	SPT35360	0
SPT35447	SPT35365	0
SPT35447	SPT35366	0
SPT35447	SPT35368	0
SPT35447	SPT35369	0
SPT35447	SPT35370	0
SPT35447	SPT35373	0.018
SPT35447	SPT35377	0
SPT35447	SPT35378	0
SPT35447	SPT35379	0.002
SPT35447	SPT35382	0
SPT35447	SPT35384	0
SPT35447	SPT35390	0.023
SPT35447	SPT35407	0
SPT35447	SPT35410	0.033
SPT35447	SPT35414	0
SPT35447	SPT35417	0
SPT35447	SPT35418	0
SPT35447	SPT35419	0
SPT35447	SPT35423	0
SPT35447	SPT35436	0.008
SPT35447	SPT35444	0
SPT35447	SPT35316	0
SPT35447	SPT35331	0
SPT35447	SPT35339	0
SPT35447	SPT35364	0
SPT35447	SPT35372	0.006
SPT35447	SPT35405	0
SPT35447	SPT35424	0.006
SPT35447	SPT35427	0.012
SPT35447	SPT35437	0
SPT35447	SPT35440	0.014
SPT35447	SPT35467	0
SPT35447	SPT35468	0
SPT35447	SPT35470	0
SPT35447	SPT35472	0
SPT35447	SPT35475	0
SPT35447	SPT35476	0
SPT35447	SPT35485	0
SPT35447	SPT35499	0
SPT35447	SPT35780	0
SPT35448	SPT35449	0
SPT35448	SPT35458	0
SPT35448	SPT35461	0
SPT35448	SPT35462	0
SPT35448	SPT35463	0
SPT35448	SPT35487	0.987
SPT35448	SPT35501	0
SPT35448	SPT35510	0
SPT35448	SPT35511	0
SPT35448	SPT35514	0.565
SPT35448	SPT35515	0.576
SPT35448	SPT35516	0.55
SPT35448	SPT35517	0.435
SPT35448	SPT35518	0
SPT35448	SPT35519	0
SPT35448	SPT35520	0
SPT35448	SPT35521	0
SPT35448	SPT35522	0
SPT35448	SPT35523	0.778
SPT35448	SPT35524	0
SPT35448	SPT35525	0
SPT35448	SPT35526	0
SPT35448	SPT35529	0
SPT35448	SPT35532	0.743
SPT35448	SPT35537	0
SPT35448	SPT35538	0
SPT35448	SPT35541	0
SPT35448	SPT35543	0
SPT35448	SPT35544	0
SPT35448	SPT35546	0
SPT35448	SPT35547	0
SPT35448	SPT35552	0
SPT35448	SPT35553	0
SPT35448	SPT35557	0
SPT35448	SPT35561	0
SPT35448	SPT35563	0
SPT35448	SPT35567	0
SPT35448	SPT35576	0
SPT35448	SPT35577	0
SPT35448	SPT35580	0
SPT35448	SPT35583	0
SPT35448	SPT35584	0
SPT35448	SPT35585	0
SPT35448	SPT35302	0
SPT35448	SPT35303	0
SPT35448	SPT35304	0
SPT35448	SPT35306	0
SPT35448	SPT35308	0
SPT35448	SPT35310	0
SPT35448	SPT35315	0
SPT35448	SPT35325	0
SPT35448	SPT35336	0
SPT35448	SPT35337	0
SPT35448	SPT35338	0
SPT35448	SPT35340	0
SPT35448	SPT35348	0
SPT35448	SPT35349	0
SPT35448	SPT35354	0
SPT35448	SPT35356	0
SPT35448	SPT35357	0
SPT35448	SPT35360	0
SPT35448	SPT35365	0
SPT35448	SPT35366	0
SPT35448	SPT35368	0
SPT35448	SPT35369	0
SPT35448	SPT35370	0
SPT35448	SPT35373	0
SPT35448	SPT35377	0
SPT35448	SPT35378	0
SPT35448	SPT35379	0
SPT35448	SPT35382	0
SPT35448	SPT35384	0
SPT35448	SPT35390	0
SPT35448	SPT35407	0
SPT35448	SPT35410	0
SPT35448	SPT35414	0
SPT35448	SPT35417	0
SPT35448	SPT35418	0
SPT35448	SPT35419	0
SPT35448	SPT35423	0
SPT35448	SPT35436	0
SPT35448	SPT35444	0
SPT35448	SPT35316	0
SPT35448	SPT35331	0
SPT35448	SPT35339	0
SPT35448	SPT35364	0
SPT35448	SPT35372	0
SPT35448	SPT35405	0
SPT35448	SPT35424	0
SPT35448	SPT35427	0
SPT35448	SPT35437	0.134
SPT35448	SPT35440	0
SPT35448	SPT35467	0
SPT35448	SPT35468	0.464
SPT35448	SPT35470	0
SPT35448	SPT35472	0
SPT35448	SPT35475	0
SPT35448	SPT35476	0.477
SPT35448	SPT35485	0
SPT35448	SPT35499	0
SPT35448	SPT35780	0
SPT35449	SPT35458	0
SPT35449	SPT35461	0
SPT35449	SPT35462	0
SPT35449	SPT35463	0
SPT35449	SPT35487	0
SPT35449	SPT35501	0
SPT35449	SPT35510	0
SPT35449	SPT35511	0.998
SPT35449	SPT35514	0
SPT35449	SPT35515	0
SPT35449	SPT35516	0
SPT35449	SPT35517	0
SPT35449	SPT35518	0
SPT35449	SPT35519	0
SPT35449	SPT35520	0
SPT35449	SPT35521	0
SPT35449	SPT35522	0
SPT35449	SPT35523	0
SPT35449	SPT35524	0
SPT35449	SPT35525	0.999
SPT35449	SPT35526	0.999
SPT35449	SPT35529	0.998
SPT35449	SPT35532	0
SPT35449	SPT35537	0
SPT35449	SPT35538	0
SPT35449	SPT35541	0
SPT35449	SPT35543	0
SPT35449	SPT35544	0
SPT35449	SPT35546	0
SPT35449	SPT35547	0
SPT35449	SPT35552	0
SPT35449	SPT35553	0
SPT35449	SPT35557	0
SPT35449	SPT35561	0
SPT35449	SPT35563	0
SPT35449	SPT35567	0
SPT35449	SPT35576	0
SPT35449	SPT35577	0
SPT35449	SPT35580	0
SPT35449	SPT35583	0
SPT35449	SPT35584	0
SPT35449	SPT35585	0
SPT35449	SPT35302	0
SPT35449	SPT35303	0
SPT35449	SPT35304	0
SPT35449	SPT35306	0
SPT35449	SPT35308	0
SPT35449	SPT35310	0
SPT35449	SPT35315	0
SPT35449	SPT35325	0
SPT35449	SPT35336	0
SPT35449	SPT35337	0
SPT35449	SPT35338	0
SPT35449	SPT35340	0
SPT35449	SPT35348	0
SPT35449	SPT35349	0
SPT35449	SPT35354	0
SPT35449	SPT35356	0
SPT35449	SPT35357	0
SPT35449	SPT35360	0
SPT35449	SPT35365	0
SPT35449	SPT35366	0
SPT35449	SPT35368	0
SPT35449	SPT35369	0
SPT35449	SPT35370	0
SPT35449	SPT35373	0
SPT35449	SPT35377	0
SPT35449	SPT35378	0
SPT35449	SPT35379	0
SPT35449	SPT35382	0
SPT35449	SPT35384	0
SPT35449	SPT35390	0
SPT35449	SPT35407	0
SPT35449	SPT35410	0
SPT35449	SPT35414	0
SPT35449	SPT35417	0
SPT35449	SPT35418	0
SPT35449	SPT35419	0
SPT35449	SPT35423	0
SPT35449	SPT35436	0
SPT35449	SPT35444	0
SPT35449	SPT35316	0
SPT35449	SPT35331	0
SPT35449	SPT35339	0
SPT35449	SPT35364	0
SPT35449	SPT35372	0
SPT35449	SPT35405	0
SPT35449	SPT35424	0
SPT35449	SPT35427	0
SPT35449	SPT35437	0
SPT35449	SPT35440	0
SPT35449	SPT35467	0.999
SPT35449	SPT35468	0
SPT35449	SPT35470	0
SPT35449	SPT35472	0
SPT35449	SPT35475	0.999
SPT35449	SPT35476	0
SPT35449	SPT35485	0
SPT35449	SPT35499	0
SPT35449	SPT35780	0
SPT35458	SPT35461	0.989
SPT35458	SPT35462	0
SPT35458	SPT35463	0.002
SPT35458	SPT35487	0
SPT35458	SPT35501	0
SPT35458	SPT35510	0.02
SPT35458	SPT35511	0
SPT35458	SPT35514	0
SPT35458	SPT35515	0
SPT35458	SPT35516	0
