p1	p2	dcifer
SPT35458	SPT35517	0
SPT35458	SPT35518	0.039
SPT35458	SPT35519	0
SPT35458	SPT35520	0.018
SPT35458	SPT35521	0.004
SPT35458	SPT35522	0
SPT35458	SPT35523	0
SPT35458	SPT35524	0.002
SPT35458	SPT35525	0
SPT35458	SPT35526	0
SPT35458	SPT35529	0
SPT35458	SPT35532	0
SPT35458	SPT35537	0
SPT35458	SPT35538	0
SPT35458	SPT35541	0
SPT35458	SPT35543	0.003
SPT35458	SPT35544	0.016
SPT35458	SPT35546	0
SPT35458	SPT35547	0
SPT35458	SPT35552	0
SPT35458	SPT35553	0.012
SPT35458	SPT35557	0
SPT35458	SPT35561	0
SPT35458	SPT35563	0
SPT35458	SPT35567	0
SPT35458	SPT35576	0
SPT35458	SPT35577	0
SPT35458	SPT35580	0.024
SPT35458	SPT35583	0.029
SPT35458	SPT35584	0
SPT35458	SPT35585	0
SPT35458	SPT35302	0
SPT35458	SPT35303	0
SPT35458	SPT35304	0
SPT35458	SPT35306	0
SPT35458	SPT35308	0
SPT35458	SPT35310	0.001
SPT35458	SPT35315	0.002
SPT35458	SPT35325	0
SPT35458	SPT35336	0
SPT35458	SPT35337	0
SPT35458	SPT35338	0
SPT35458	SPT35340	0
SPT35458	SPT35348	0
SPT35458	SPT35349	0
SPT35458	SPT35354	0
SPT35458	SPT35356	0
SPT35458	SPT35357	0
SPT35458	SPT35360	0
SPT35458	SPT35365	0
SPT35458	SPT35366	0
SPT35458	SPT35368	0.004
SPT35458	SPT35369	0
SPT35458	SPT35370	0
SPT35458	SPT35373	0
SPT35458	SPT35377	0
SPT35458	SPT35378	0
SPT35458	SPT35379	0
SPT35458	SPT35382	0
SPT35458	SPT35384	0
SPT35458	SPT35390	0
SPT35458	SPT35407	0
SPT35458	SPT35410	0.001
SPT35458	SPT35414	0.01
SPT35458	SPT35417	0.016
SPT35458	SPT35418	0
SPT35458	SPT35419	0
SPT35458	SPT35423	0.005
SPT35458	SPT35436	0
SPT35458	SPT35444	0
SPT35458	SPT35316	0
SPT35458	SPT35331	0
SPT35458	SPT35339	0.014
SPT35458	SPT35364	0
SPT35458	SPT35372	0
SPT35458	SPT35405	0
SPT35458	SPT35424	0.007
SPT35458	SPT35427	0
SPT35458	SPT35437	0
SPT35458	SPT35440	0
SPT35458	SPT35467	0
SPT35458	SPT35468	0
SPT35458	SPT35470	0
SPT35458	SPT35472	0
SPT35458	SPT35475	0
SPT35458	SPT35476	0
SPT35458	SPT35485	0.016
SPT35458	SPT35499	0
SPT35458	SPT35780	0.001
SPT35461	SPT35462	0
SPT35461	SPT35463	0
SPT35461	SPT35487	0
SPT35461	SPT35501	0
SPT35461	SPT35510	0.01
SPT35461	SPT35511	0
SPT35461	SPT35514	0
SPT35461	SPT35515	0
SPT35461	SPT35516	0
SPT35461	SPT35517	0
SPT35461	SPT35518	0.023
SPT35461	SPT35519	0
SPT35461	SPT35520	0.003
SPT35461	SPT35521	0.004
SPT35461	SPT35522	0
SPT35461	SPT35523	0
SPT35461	SPT35524	0
SPT35461	SPT35525	0
SPT35461	SPT35526	0
SPT35461	SPT35529	0
SPT35461	SPT35532	0
SPT35461	SPT35537	0
SPT35461	SPT35538	0
SPT35461	SPT35541	0.001
SPT35461	SPT35543	0
SPT35461	SPT35544	0.007
SPT35461	SPT35546	0
SPT35461	SPT35547	0
SPT35461	SPT35552	0
SPT35461	SPT35553	0.008
SPT35461	SPT35557	0
SPT35461	SPT35561	0
SPT35461	SPT35563	0.003
SPT35461	SPT35567	0.001
SPT35461	SPT35576	0
SPT35461	SPT35577	0
SPT35461	SPT35580	0.01
SPT35461	SPT35583	0.018
SPT35461	SPT35584	0
SPT35461	SPT35585	0
SPT35461	SPT35302	0
SPT35461	SPT35303	0
SPT35461	SPT35304	0
SPT35461	SPT35306	0
SPT35461	SPT35308	0
SPT35461	SPT35310	0.002
SPT35461	SPT35315	0
SPT35461	SPT35325	0
SPT35461	SPT35336	0
SPT35461	SPT35337	0
SPT35461	SPT35338	0
SPT35461	SPT35340	0
SPT35461	SPT35348	0
SPT35461	SPT35349	0
SPT35461	SPT35354	0
SPT35461	SPT35356	0
SPT35461	SPT35357	0.01
SPT35461	SPT35360	0
SPT35461	SPT35365	0
SPT35461	SPT35366	0
SPT35461	SPT35368	0
SPT35461	SPT35369	0
SPT35461	SPT35370	0
SPT35461	SPT35373	0
SPT35461	SPT35377	0
SPT35461	SPT35378	0
SPT35461	SPT35379	0
SPT35461	SPT35382	0
SPT35461	SPT35384	0
SPT35461	SPT35390	0
SPT35461	SPT35407	0
SPT35461	SPT35410	0
SPT35461	SPT35414	0.005
SPT35461	SPT35417	0.008
SPT35461	SPT35418	0
SPT35461	SPT35419	0
SPT35461	SPT35423	0
SPT35461	SPT35436	0
SPT35461	SPT35444	0
SPT35461	SPT35316	0
SPT35461	SPT35331	0
SPT35461	SPT35339	0
SPT35461	SPT35364	0
SPT35461	SPT35372	0
SPT35461	SPT35405	0
SPT35461	SPT35424	0.003
SPT35461	SPT35427	0
SPT35461	SPT35437	0
SPT35461	SPT35440	0
SPT35461	SPT35467	0
SPT35461	SPT35468	0
SPT35461	SPT35470	0
SPT35461	SPT35472	0
SPT35461	SPT35475	0
SPT35461	SPT35476	0
SPT35461	SPT35485	0.012
SPT35461	SPT35499	0
SPT35461	SPT35780	0
SPT35462	SPT35463	0
SPT35462	SPT35487	0
SPT35462	SPT35501	0
SPT35462	SPT35510	0
SPT35462	SPT35511	0
SPT35462	SPT35514	0
SPT35462	SPT35515	0
SPT35462	SPT35516	0
SPT35462	SPT35517	0
SPT35462	SPT35518	0
SPT35462	SPT35519	0
SPT35462	SPT35520	0
SPT35462	SPT35521	0
SPT35462	SPT35522	0.019
SPT35462	SPT35523	0
SPT35462	SPT35524	0
SPT35462	SPT35525	0
SPT35462	SPT35526	0
SPT35462	SPT35529	0
SPT35462	SPT35532	0
SPT35462	SPT35537	0
SPT35462	SPT35538	0
SPT35462	SPT35541	0
SPT35462	SPT35543	0
SPT35462	SPT35544	0
SPT35462	SPT35546	0
SPT35462	SPT35547	0
SPT35462	SPT35552	0
SPT35462	SPT35553	0
SPT35462	SPT35557	0
SPT35462	SPT35561	0
SPT35462	SPT35563	0
SPT35462	SPT35567	0
SPT35462	SPT35576	0.193
SPT35462	SPT35577	0
SPT35462	SPT35580	0
SPT35462	SPT35583	0
SPT35462	SPT35584	0
SPT35462	SPT35585	0.511
SPT35462	SPT35302	0.468
SPT35462	SPT35303	0
SPT35462	SPT35304	0
SPT35462	SPT35306	0
SPT35462	SPT35308	0
SPT35462	SPT35310	0
SPT35462	SPT35315	0
SPT35462	SPT35325	0
SPT35462	SPT35336	0
SPT35462	SPT35337	0.019
SPT35462	SPT35338	0
SPT35462	SPT35340	0
SPT35462	SPT35348	0
SPT35462	SPT35349	0
SPT35462	SPT35354	0
SPT35462	SPT35356	0
SPT35462	SPT35357	0
SPT35462	SPT35360	0.07
SPT35462	SPT35365	0
SPT35462	SPT35366	0
SPT35462	SPT35368	0
SPT35462	SPT35369	0
SPT35462	SPT35370	0
SPT35462	SPT35373	0
SPT35462	SPT35377	0
SPT35462	SPT35378	0
SPT35462	SPT35379	0.002
SPT35462	SPT35382	0
SPT35462	SPT35384	0
SPT35462	SPT35390	0.052
SPT35462	SPT35407	0.479
SPT35462	SPT35410	0
SPT35462	SPT35414	0
SPT35462	SPT35417	0
SPT35462	SPT35418	0
SPT35462	SPT35419	0.196
SPT35462	SPT35423	0
SPT35462	SPT35436	0
SPT35462	SPT35444	0
SPT35462	SPT35316	0
SPT35462	SPT35331	0.005
SPT35462	SPT35339	0
SPT35462	SPT35364	0
SPT35462	SPT35372	0.035
SPT35462	SPT35405	0.447
SPT35462	SPT35424	0
SPT35462	SPT35427	0
SPT35462	SPT35437	0
SPT35462	SPT35440	0
SPT35462	SPT35467	0
SPT35462	SPT35468	0
SPT35462	SPT35470	0.637
SPT35462	SPT35472	0
SPT35462	SPT35475	0
SPT35462	SPT35476	0
SPT35462	SPT35485	0
SPT35462	SPT35499	0
SPT35462	SPT35780	0
SPT35463	SPT35487	0
SPT35463	SPT35501	0
SPT35463	SPT35510	0
SPT35463	SPT35511	0
SPT35463	SPT35514	0
SPT35463	SPT35515	0
SPT35463	SPT35516	0
SPT35463	SPT35517	0
SPT35463	SPT35518	0.011
SPT35463	SPT35519	0
SPT35463	SPT35520	0
SPT35463	SPT35521	0
SPT35463	SPT35522	0
SPT35463	SPT35523	0
SPT35463	SPT35524	0
SPT35463	SPT35525	0
SPT35463	SPT35526	0
SPT35463	SPT35529	0
SPT35463	SPT35532	0
SPT35463	SPT35537	0.014
SPT35463	SPT35538	0.017
SPT35463	SPT35541	0
SPT35463	SPT35543	0
SPT35463	SPT35544	0.003
SPT35463	SPT35546	0
SPT35463	SPT35547	0
SPT35463	SPT35552	0.004
SPT35463	SPT35553	0
SPT35463	SPT35557	0.018
SPT35463	SPT35561	0
SPT35463	SPT35563	0.004
SPT35463	SPT35567	0.007
SPT35463	SPT35576	0
SPT35463	SPT35577	0
SPT35463	SPT35580	0.007
SPT35463	SPT35583	0.022
SPT35463	SPT35584	0
SPT35463	SPT35585	0
SPT35463	SPT35302	0
SPT35463	SPT35303	0
SPT35463	SPT35304	0
SPT35463	SPT35306	0
SPT35463	SPT35308	0
SPT35463	SPT35310	0
SPT35463	SPT35315	0.003
SPT35463	SPT35325	0.02
SPT35463	SPT35336	0
SPT35463	SPT35337	0
SPT35463	SPT35338	0.005
SPT35463	SPT35340	0
SPT35463	SPT35348	0
SPT35463	SPT35349	0.006
SPT35463	SPT35354	0.006
SPT35463	SPT35356	0.013
SPT35463	SPT35357	0
SPT35463	SPT35360	0
SPT35463	SPT35365	0.005
SPT35463	SPT35366	0.002
SPT35463	SPT35368	0.006
SPT35463	SPT35369	0
SPT35463	SPT35370	0
SPT35463	SPT35373	0
SPT35463	SPT35377	0
SPT35463	SPT35378	0
SPT35463	SPT35379	0.004
SPT35463	SPT35382	0
SPT35463	SPT35384	0
SPT35463	SPT35390	0
SPT35463	SPT35407	0
SPT35463	SPT35410	0
SPT35463	SPT35414	0
SPT35463	SPT35417	0
SPT35463	SPT35418	0
SPT35463	SPT35419	0
SPT35463	SPT35423	0
SPT35463	SPT35436	0
SPT35463	SPT35444	0
SPT35463	SPT35316	0.007
SPT35463	SPT35331	0.006
SPT35463	SPT35339	0
SPT35463	SPT35364	0.011
SPT35463	SPT35372	0.006
SPT35463	SPT35405	0
SPT35463	SPT35424	0.01
SPT35463	SPT35427	0
SPT35463	SPT35437	0
SPT35463	SPT35440	0
SPT35463	SPT35467	0
SPT35463	SPT35468	0
SPT35463	SPT35470	0
SPT35463	SPT35472	0
SPT35463	SPT35475	0
SPT35463	SPT35476	0
SPT35463	SPT35485	0
SPT35463	SPT35499	0
SPT35463	SPT35780	0.008
SPT35487	SPT35501	0
SPT35487	SPT35510	0
SPT35487	SPT35511	0
SPT35487	SPT35514	0.964
SPT35487	SPT35515	0.99
SPT35487	SPT35516	0.965
SPT35487	SPT35517	0.972
SPT35487	SPT35518	0
SPT35487	SPT35519	0
SPT35487	SPT35520	0
SPT35487	SPT35521	0
SPT35487	SPT35522	0
SPT35487	SPT35523	0.985
SPT35487	SPT35524	0
SPT35487	SPT35525	0
SPT35487	SPT35526	0
SPT35487	SPT35529	0
SPT35487	SPT35532	0.994
SPT35487	SPT35537	0
SPT35487	SPT35538	0
SPT35487	SPT35541	0
SPT35487	SPT35543	0
SPT35487	SPT35544	0
SPT35487	SPT35546	0
SPT35487	SPT35547	0
SPT35487	SPT35552	0
SPT35487	SPT35553	0
SPT35487	SPT35557	0
SPT35487	SPT35561	0.008
SPT35487	SPT35563	0
SPT35487	SPT35567	0
SPT35487	SPT35576	0
SPT35487	SPT35577	0
SPT35487	SPT35580	0
SPT35487	SPT35583	0
SPT35487	SPT35584	0
SPT35487	SPT35585	0
SPT35487	SPT35302	0
SPT35487	SPT35303	0
SPT35487	SPT35304	0
SPT35487	SPT35306	0
SPT35487	SPT35308	0
SPT35487	SPT35310	0
SPT35487	SPT35315	0
SPT35487	SPT35325	0
SPT35487	SPT35336	0
SPT35487	SPT35337	0
SPT35487	SPT35338	0
SPT35487	SPT35340	0
SPT35487	SPT35348	0
SPT35487	SPT35349	0
SPT35487	SPT35354	0
SPT35487	SPT35356	0
SPT35487	SPT35357	0
SPT35487	SPT35360	0
SPT35487	SPT35365	0
SPT35487	SPT35366	0
SPT35487	SPT35368	0
SPT35487	SPT35369	0
SPT35487	SPT35370	0
SPT35487	SPT35373	0
SPT35487	SPT35377	0
SPT35487	SPT35378	0
SPT35487	SPT35379	0
SPT35487	SPT35382	0
SPT35487	SPT35384	0
SPT35487	SPT35390	0
SPT35487	SPT35407	0
SPT35487	SPT35410	0
SPT35487	SPT35414	0
SPT35487	SPT35417	0
SPT35487	SPT35418	0
SPT35487	SPT35419	0
SPT35487	SPT35423	0
SPT35487	SPT35436	0
SPT35487	SPT35444	0
SPT35487	SPT35316	0
SPT35487	SPT35331	0
SPT35487	SPT35339	0
SPT35487	SPT35364	0
SPT35487	SPT35372	0
SPT35487	SPT35405	0
SPT35487	SPT35424	0
SPT35487	SPT35427	0
SPT35487	SPT35437	0.403
SPT35487	SPT35440	0
SPT35487	SPT35467	0
SPT35487	SPT35468	0.977
SPT35487	SPT35470	0
SPT35487	SPT35472	0
SPT35487	SPT35475	0
SPT35487	SPT35476	0.954
SPT35487	SPT35485	0
SPT35487	SPT35499	0
SPT35487	SPT35780	0
SPT35501	SPT35510	0
SPT35501	SPT35511	0
SPT35501	SPT35514	0
SPT35501	SPT35515	0
SPT35501	SPT35516	0
SPT35501	SPT35517	0
SPT35501	SPT35518	0
SPT35501	SPT35519	0
SPT35501	SPT35520	0
SPT35501	SPT35521	0
SPT35501	SPT35522	0
SPT35501	SPT35523	0
SPT35501	SPT35524	0.004
SPT35501	SPT35525	0
SPT35501	SPT35526	0
SPT35501	SPT35529	0
SPT35501	SPT35532	0
SPT35501	SPT35537	0
SPT35501	SPT35538	0
SPT35501	SPT35541	0.015
SPT35501	SPT35543	0
SPT35501	SPT35544	0
SPT35501	SPT35546	0
SPT35501	SPT35547	0
SPT35501	SPT35552	0
SPT35501	SPT35553	0.009
SPT35501	SPT35557	0.007
SPT35501	SPT35561	0
SPT35501	SPT35563	0
SPT35501	SPT35567	0
SPT35501	SPT35576	0
SPT35501	SPT35577	0.003
SPT35501	SPT35580	0
SPT35501	SPT35583	0
SPT35501	SPT35584	0
SPT35501	SPT35585	0
SPT35501	SPT35302	0
SPT35501	SPT35303	0
SPT35501	SPT35304	0
SPT35501	SPT35306	0
SPT35501	SPT35308	0
SPT35501	SPT35310	0
SPT35501	SPT35315	0.004
SPT35501	SPT35325	0
SPT35501	SPT35336	0
SPT35501	SPT35337	0
SPT35501	SPT35338	0
SPT35501	SPT35340	0
SPT35501	SPT35348	0
SPT35501	SPT35349	0
SPT35501	SPT35354	0
SPT35501	SPT35356	0
SPT35501	SPT35357	0
SPT35501	SPT35360	0
SPT35501	SPT35365	0.002
SPT35501	SPT35366	0
SPT35501	SPT35368	0
SPT35501	SPT35369	0
SPT35501	SPT35370	0
SPT35501	SPT35373	0.025
SPT35501	SPT35377	0
SPT35501	SPT35378	0
SPT35501	SPT35379	0
SPT35501	SPT35382	0
SPT35501	SPT35384	0
SPT35501	SPT35390	0
SPT35501	SPT35407	0
SPT35501	SPT35410	0
SPT35501	SPT35414	0
SPT35501	SPT35417	0
SPT35501	SPT35418	0
SPT35501	SPT35419	0
SPT35501	SPT35423	0
SPT35501	SPT35436	0.013
SPT35501	SPT35444	0
SPT35501	SPT35316	0
SPT35501	SPT35331	0
SPT35501	SPT35339	0
SPT35501	SPT35364	0
SPT35501	SPT35372	0
SPT35501	SPT35405	0
SPT35501	SPT35424	0
SPT35501	SPT35427	0.002
SPT35501	SPT35437	0
SPT35501	SPT35440	0.01
SPT35501	SPT35467	0
SPT35501	SPT35468	0
SPT35501	SPT35470	0
SPT35501	SPT35472	0.001
SPT35501	SPT35475	0
SPT35501	SPT35476	0
SPT35501	SPT35485	0
SPT35501	SPT35499	0.844
SPT35501	SPT35780	0
SPT35510	SPT35511	0
SPT35510	SPT35514	0
SPT35510	SPT35515	0
SPT35510	SPT35516	0
SPT35510	SPT35517	0
SPT35510	SPT35518	0.022
SPT35510	SPT35519	0.002
SPT35510	SPT35520	0
SPT35510	SPT35521	0
SPT35510	SPT35522	0
SPT35510	SPT35523	0
SPT35510	SPT35524	0.013
SPT35510	SPT35525	0
SPT35510	SPT35526	0
SPT35510	SPT35529	0
SPT35510	SPT35532	0
SPT35510	SPT35537	0
SPT35510	SPT35538	0
SPT35510	SPT35541	0
SPT35510	SPT35543	0.005
SPT35510	SPT35544	0
SPT35510	SPT35546	0
SPT35510	SPT35547	0
SPT35510	SPT35552	0.011
SPT35510	SPT35553	0.007
SPT35510	SPT35557	0
SPT35510	SPT35561	0.047
SPT35510	SPT35563	0
SPT35510	SPT35567	0
SPT35510	SPT35576	0
SPT35510	SPT35577	0.002
SPT35510	SPT35580	0
SPT35510	SPT35583	0.003
SPT35510	SPT35584	0
SPT35510	SPT35585	0
SPT35510	SPT35302	0
SPT35510	SPT35303	0
SPT35510	SPT35304	0
SPT35510	SPT35306	0
SPT35510	SPT35308	0
SPT35510	SPT35310	0.007
SPT35510	SPT35315	0
SPT35510	SPT35325	0
SPT35510	SPT35336	0
SPT35510	SPT35337	0
SPT35510	SPT35338	0
SPT35510	SPT35340	0
SPT35510	SPT35348	0
SPT35510	SPT35349	0
SPT35510	SPT35354	0
SPT35510	SPT35356	0.005
SPT35510	SPT35357	0
SPT35510	SPT35360	0
SPT35510	SPT35365	0
SPT35510	SPT35366	0
SPT35510	SPT35368	0
SPT35510	SPT35369	0
SPT35510	SPT35370	0
SPT35510	SPT35373	0.016
SPT35510	SPT35377	0
SPT35510	SPT35378	0
SPT35510	SPT35379	0
SPT35510	SPT35382	0
SPT35510	SPT35384	0
SPT35510	SPT35390	0
SPT35510	SPT35407	0
SPT35510	SPT35410	0.021
SPT35510	SPT35414	0
SPT35510	SPT35417	0
SPT35510	SPT35418	0
SPT35510	SPT35419	0
SPT35510	SPT35423	0
SPT35510	SPT35436	0
SPT35510	SPT35444	0.046
SPT35510	SPT35316	0.012
SPT35510	SPT35331	0
SPT35510	SPT35339	0
SPT35510	SPT35364	0.001
SPT35510	SPT35372	0.005
SPT35510	SPT35405	0
SPT35510	SPT35424	0.003
SPT35510	SPT35427	0
SPT35510	SPT35437	0
SPT35510	SPT35440	0
SPT35510	SPT35467	0
SPT35510	SPT35468	0
SPT35510	SPT35470	0
SPT35510	SPT35472	0
SPT35510	SPT35475	0
SPT35510	SPT35476	0
SPT35510	SPT35485	0
SPT35510	SPT35499	0
SPT35510	SPT35780	0.023
SPT35511	SPT35514	0
SPT35511	SPT35515	0
SPT35511	SPT35516	0
SPT35511	SPT35517	0
SPT35511	SPT35518	0
SPT35511	SPT35519	0
SPT35511	SPT35520	0
SPT35511	SPT35521	0
SPT35511	SPT35522	0
SPT35511	SPT35523	0
SPT35511	SPT35524	0
SPT35511	SPT35525	0.999
SPT35511	SPT35526	0.999
SPT35511	SPT35529	0.997
SPT35511	SPT35532	0
SPT35511	SPT35537	0
SPT35511	SPT35538	0
SPT35511	SPT35541	0
SPT35511	SPT35543	0
SPT35511	SPT35544	0
SPT35511	SPT35546	0
SPT35511	SPT35547	0
SPT35511	SPT35552	0
SPT35511	SPT35553	0
SPT35511	SPT35557	0
SPT35511	SPT35561	0
SPT35511	SPT35563	0
SPT35511	SPT35567	0
SPT35511	SPT35576	0
SPT35511	SPT35577	0
SPT35511	SPT35580	0
SPT35511	SPT35583	0
SPT35511	SPT35584	0
SPT35511	SPT35585	0
SPT35511	SPT35302	0
SPT35511	SPT35303	0
SPT35511	SPT35304	0
SPT35511	SPT35306	0
SPT35511	SPT35308	0
SPT35511	SPT35310	0
SPT35511	SPT35315	0
SPT35511	SPT35325	0
SPT35511	SPT35336	0
SPT35511	SPT35337	0
SPT35511	SPT35338	0
SPT35511	SPT35340	0
SPT35511	SPT35348	0
SPT35511	SPT35349	0
SPT35511	SPT35354	0
SPT35511	SPT35356	0
SPT35511	SPT35357	0
SPT35511	SPT35360	0
SPT35511	SPT35365	0
SPT35511	SPT35366	0
SPT35511	SPT35368	0
SPT35511	SPT35369	0
SPT35511	SPT35370	0
SPT35511	SPT35373	0
SPT35511	SPT35377	0
SPT35511	SPT35378	0
SPT35511	SPT35379	0
SPT35511	SPT35382	0
SPT35511	SPT35384	0
SPT35511	SPT35390	0
SPT35511	SPT35407	0
SPT35511	SPT35410	0
SPT35511	SPT35414	0
SPT35511	SPT35417	0
SPT35511	SPT35418	0
SPT35511	SPT35419	0
SPT35511	SPT35423	0
SPT35511	SPT35436	0
SPT35511	SPT35444	0
SPT35511	SPT35316	0
SPT35511	SPT35331	0
SPT35511	SPT35339	0
SPT35511	SPT35364	0
SPT35511	SPT35372	0
SPT35511	SPT35405	0
SPT35511	SPT35424	0
SPT35511	SPT35427	0
SPT35511	SPT35437	0
SPT35511	SPT35440	0
SPT35511	SPT35467	0.998
SPT35511	SPT35468	0
SPT35511	SPT35470	0
SPT35511	SPT35472	0
SPT35511	SPT35475	0.997
SPT35511	SPT35476	0
SPT35511	SPT35485	0
SPT35511	SPT35499	0
SPT35511	SPT35780	0
SPT35514	SPT35515	0.65
SPT35514	SPT35516	0.48
SPT35514	SPT35517	0.55
SPT35514	SPT35518	0
SPT35514	SPT35519	0
SPT35514	SPT35520	0
SPT35514	SPT35521	0
SPT35514	SPT35522	0
SPT35514	SPT35523	0.739
SPT35514	SPT35524	0
SPT35514	SPT35525	0
SPT35514	SPT35526	0
SPT35514	SPT35529	0
SPT35514	SPT35532	0.779
SPT35514	SPT35537	0
SPT35514	SPT35538	0
SPT35514	SPT35541	0
SPT35514	SPT35543	0
SPT35514	SPT35544	0
SPT35514	SPT35546	0
SPT35514	SPT35547	0
SPT35514	SPT35552	0
SPT35514	SPT35553	0
SPT35514	SPT35557	0
SPT35514	SPT35561	0
SPT35514	SPT35563	0
SPT35514	SPT35567	0
SPT35514	SPT35576	0
SPT35514	SPT35577	0
SPT35514	SPT35580	0
SPT35514	SPT35583	0
SPT35514	SPT35584	0
SPT35514	SPT35585	0
SPT35514	SPT35302	0
SPT35514	SPT35303	0
SPT35514	SPT35304	0
SPT35514	SPT35306	0
SPT35514	SPT35308	0
SPT35514	SPT35310	0
SPT35514	SPT35315	0
SPT35514	SPT35325	0
SPT35514	SPT35336	0
SPT35514	SPT35337	0
SPT35514	SPT35338	0
SPT35514	SPT35340	0
SPT35514	SPT35348	0
SPT35514	SPT35349	0
SPT35514	SPT35354	0
SPT35514	SPT35356	0
SPT35514	SPT35357	0
SPT35514	SPT35360	0
SPT35514	SPT35365	0
SPT35514	SPT35366	0
SPT35514	SPT35368	0
SPT35514	SPT35369	0
SPT35514	SPT35370	0
SPT35514	SPT35373	0
SPT35514	SPT35377	0
SPT35514	SPT35378	0
SPT35514	SPT35379	0
SPT35514	SPT35382	0
SPT35514	SPT35384	0
SPT35514	SPT35390	0
SPT35514	SPT35407	0
SPT35514	SPT35410	0
SPT35514	SPT35414	0
SPT35514	SPT35417	0
SPT35514	SPT35418	0
SPT35514	SPT35419	0
SPT35514	SPT35423	0
SPT35514	SPT35436	0
SPT35514	SPT35444	0
SPT35514	SPT35316	0
SPT35514	SPT35331	0
SPT35514	SPT35339	0
SPT35514	SPT35364	0
SPT35514	SPT35372	0
SPT35514	SPT35405	0
SPT35514	SPT35424	0
SPT35514	SPT35427	0
SPT35514	SPT35437	0.267
SPT35514	SPT35440	0
SPT35514	SPT35467	0
SPT35514	SPT35468	0.66
SPT35514	SPT35470	0
SPT35514	SPT35472	0
SPT35514	SPT35475	0
SPT35514	SPT35476	0.91
SPT35514	SPT35485	0
SPT35514	SPT35499	0
SPT35514	SPT35780	0
SPT35515	SPT35516	0.588
SPT35515	SPT35517	0.644
SPT35515	SPT35518	0
SPT35515	SPT35519	0
SPT35515	SPT35520	0
SPT35515	SPT35521	0
SPT35515	SPT35522	0
SPT35515	SPT35523	0.596
SPT35515	SPT35524	0
SPT35515	SPT35525	0
SPT35515	SPT35526	0
SPT35515	SPT35529	0
SPT35515	SPT35532	0.826
SPT35515	SPT35537	0
SPT35515	SPT35538	0
SPT35515	SPT35541	0
SPT35515	SPT35543	0
SPT35515	SPT35544	0
SPT35515	SPT35546	0
SPT35515	SPT35547	0
SPT35515	SPT35552	0
SPT35515	SPT35553	0
SPT35515	SPT35557	0
SPT35515	SPT35561	0.007
SPT35515	SPT35563	0
SPT35515	SPT35567	0
SPT35515	SPT35576	0
SPT35515	SPT35577	0
SPT35515	SPT35580	0
SPT35515	SPT35583	0
SPT35515	SPT35584	0
SPT35515	SPT35585	0
SPT35515	SPT35302	0
SPT35515	SPT35303	0
SPT35515	SPT35304	0
SPT35515	SPT35306	0
SPT35515	SPT35308	0
SPT35515	SPT35310	0
SPT35515	SPT35315	0
SPT35515	SPT35325	0
SPT35515	SPT35336	0
SPT35515	SPT35337	0
SPT35515	SPT35338	0
SPT35515	SPT35340	0
SPT35515	SPT35348	0
SPT35515	SPT35349	0
SPT35515	SPT35354	0
SPT35515	SPT35356	0
SPT35515	SPT35357	0
SPT35515	SPT35360	0
SPT35515	SPT35365	0
SPT35515	SPT35366	0
SPT35515	SPT35368	0
SPT35515	SPT35369	0
SPT35515	SPT35370	0
SPT35515	SPT35373	0
SPT35515	SPT35377	0
SPT35515	SPT35378	0
SPT35515	SPT35379	0
SPT35515	SPT35382	0
SPT35515	SPT35384	0
SPT35515	SPT35390	0
SPT35515	SPT35407	0
SPT35515	SPT35410	0
SPT35515	SPT35414	0
SPT35515	SPT35417	0
SPT35515	SPT35418	0
SPT35515	SPT35419	0
SPT35515	SPT35423	0
SPT35515	SPT35436	0
SPT35515	SPT35444	0
SPT35515	SPT35316	0
SPT35515	SPT35331	0
SPT35515	SPT35339	0
SPT35515	SPT35364	0
SPT35515	SPT35372	0
SPT35515	SPT35405	0
SPT35515	SPT35424	0
SPT35515	SPT35427	0
SPT35515	SPT35437	0.257
SPT35515	SPT35440	0
SPT35515	SPT35467	0
SPT35515	SPT35468	0.597
SPT35515	SPT35470	0
SPT35515	SPT35472	0
SPT35515	SPT35475	0
SPT35515	SPT35476	0.597
SPT35515	SPT35485	0
SPT35515	SPT35499	0
SPT35515	SPT35780	0
SPT35516	SPT35517	0.416
SPT35516	SPT35518	0
SPT35516	SPT35519	0
SPT35516	SPT35520	0
SPT35516	SPT35521	0
SPT35516	SPT35522	0
SPT35516	SPT35523	0.698
SPT35516	SPT35524	0
SPT35516	SPT35525	0
SPT35516	SPT35526	0
SPT35516	SPT35529	0
SPT35516	SPT35532	0.682
SPT35516	SPT35537	0
SPT35516	SPT35538	0
SPT35516	SPT35541	0
SPT35516	SPT35543	0
SPT35516	SPT35544	0
SPT35516	SPT35546	0
SPT35516	SPT35547	0
SPT35516	SPT35552	0
SPT35516	SPT35553	0
SPT35516	SPT35557	0
SPT35516	SPT35561	0.027
SPT35516	SPT35563	0
SPT35516	SPT35567	0
SPT35516	SPT35576	0
SPT35516	SPT35577	0
SPT35516	SPT35580	0
SPT35516	SPT35583	0
SPT35516	SPT35584	0
SPT35516	SPT35585	0
SPT35516	SPT35302	0
SPT35516	SPT35303	0
SPT35516	SPT35304	0
SPT35516	SPT35306	0
SPT35516	SPT35308	0
SPT35516	SPT35310	0
SPT35516	SPT35315	0
SPT35516	SPT35325	0
SPT35516	SPT35336	0
SPT35516	SPT35337	0
SPT35516	SPT35338	0
SPT35516	SPT35340	0
