p1	p2	hmm
SPT35462	SPT35320	0.24895
SPT35462	SPT35541	0.23237
SPT35462	SPT35673	0.23207
SPT35462	SPT35502	0.24846
SPT35462	SPT35330	0.23847
SPT35462	SPT35546	0.24302
SPT35462	SPT35547	0.25084
SPT35462	SPT35544	0.24478
SPT35462	SPT35362	0.24042
SPT35462	SPT35499	0.23501
SPT35462	SPT35336	0.24975
SPT35462	SPT35577	0.24266
SPT35462	SPT35325	0.23438
SPT35462	SPT35331	0.2639
SPT35462	SPT35337	0.27722
SPT35462	SPT35306	0.25114
SPT35462	SPT35407	0.49654
SPT35462	SPT35346	0.24314
SPT35462	SPT35405	0.45833
SPT35462	SPT35410	0.25132
SPT35462	SPT35575	0.23144
SPT35462	SPT35576	0.36871
SPT35462	SPT35766	0.25438
SPT35462	SPT35347	0.3101
SPT35462	SPT35412	0.23549
SPT35462	SPT35414	0.24166
SPT35462	SPT35348	0.25208
SPT35462	SPT35417	0.23875
SPT35462	SPT35571	0.24238
SPT35462	SPT35349	0.23986
SPT35462	SPT35351	0.23572
SPT35462	SPT35418	0.24821
SPT35462	SPT35419	0.36527
SPT35462	SPT35566	0.30801
SPT35462	SPT35567	0.24214
SPT35462	SPT35420	0.22199
SPT35462	SPT35423	0.24758
SPT35462	SPT35564	0.2419
SPT35462	SPT35352	0.25952
SPT35462	SPT35424	0.23917
SPT35462	SPT35357	0.24366
SPT35462	SPT35437	0.23698
SPT35462	SPT35563	0.24137
SPT35462	SPT35308	0.25012
SPT35462	SPT35425	0.24537
SPT35462	SPT35440	0.23606
SPT35462	SPT35354	0.24779
SPT35462	SPT35309	0.23973
SPT35462	SPT35310	0.23893
SPT35462	SPT35355	0.24891
SPT35462	SPT35332	0.23768
SPT35462	SPT35333	0.23551
SPT35462	SPT35561	0.24766
SPT35462	SPT35363	0.24472
SPT35462	SPT35427	0.23179
SPT35462	SPT35752	0.23441
SPT35462	SPT35430	0.23715
SPT35462	SPT35431	0.24615
SPT35462	SPT35313	0.2484
SPT35462	SPT35780	0.23799
SPT35462	SPT35315	0.24803
SPT35462	SPT35316	0.24357
SPT35462	SPT35317	0.28639
SPT35462	SPT35334	0.27165
SPT35462	SPT35543	0.2448
SPT35463	SPT35341	0.24374
SPT35463	SPT35368	0.23979
SPT35463	SPT35378	0.24909
SPT35463	SPT35552	0.23591
SPT35463	SPT35551	0.23926
SPT35463	SPT35459	0.24665
SPT35463	SPT35474	0.24797
SPT35463	SPT35514	0.24066
SPT35463	SPT35519	0.22177
SPT35463	SPT35526	0.24654
SPT35463	SPT35501	0.23657
SPT35463	SPT35681	0.22932
SPT35463	SPT35467	0.24621
SPT35463	SPT35469	0.2441
SPT35463	SPT35470	0.24474
SPT35463	SPT35468	0.24289
SPT35463	SPT35471	0.23777
SPT35463	SPT35379	0.24383
SPT35463	SPT35472	0.23325
SPT35463	SPT35529	0.24539
SPT35463	SPT35517	0.2363
SPT35463	SPT35516	0.24177
SPT35463	SPT35360	0.24551
SPT35463	SPT35515	0.2372
SPT35463	SPT35518	0.23973
SPT35463	SPT35475	0.24687
SPT35463	SPT35520	0.22647
SPT35463	SPT35324	0.23817
SPT35463	SPT35476	0.24597
SPT35463	SPT35485	0.24467
SPT35463	SPT35389	0.22822
SPT35463	SPT35487	0.23289
SPT35463	SPT35369	0.23908
SPT35463	SPT35370	0.25835
SPT35463	SPT35382	0.25922
SPT35463	SPT35521	0.24057
SPT35463	SPT35553	0.23611
SPT35463	SPT35532	0.24254
SPT35463	SPT35384	0.23945
SPT35463	SPT35522	0.24745
SPT35463	SPT35361	0.23618
SPT35463	SPT35342	0.23506
SPT35463	SPT35556	0.25185
SPT35463	SPT35557	0.24826
SPT35463	SPT35328	0.22079
SPT35463	SPT35592	0.2434
SPT35463	SPT35435	0.24168
SPT35463	SPT35304	0.23782
SPT35463	SPT35390	0.23322
SPT35463	SPT35436	0.22954
SPT35463	SPT35580	0.2379
SPT35463	SPT35538	0.24817
SPT35463	SPT35537	0.24639
SPT35463	SPT35320	0.23911
SPT35463	SPT35541	0.23195
SPT35463	SPT35673	0.22438
SPT35463	SPT35502	0.23064
SPT35463	SPT35330	0.24334
SPT35463	SPT35546	0.23555
SPT35463	SPT35547	0.23424
SPT35463	SPT35544	0.22838
SPT35463	SPT35362	0.24549
SPT35463	SPT35499	0.24336
SPT35463	SPT35336	0.23851
SPT35463	SPT35577	0.23108
SPT35463	SPT35325	0.24455
SPT35463	SPT35331	0.24289
SPT35463	SPT35337	0.23666
SPT35463	SPT35306	0.246
SPT35463	SPT35407	0.25484
SPT35463	SPT35346	0.23565
SPT35463	SPT35405	0.25269
SPT35463	SPT35410	0.23195
SPT35463	SPT35575	0.24642
SPT35463	SPT35576	0.24424
SPT35463	SPT35766	0.28073
SPT35463	SPT35347	0.24624
SPT35463	SPT35412	0.22819
SPT35463	SPT35414	0.2261
SPT35463	SPT35348	0.24239
SPT35463	SPT35417	0.22879
SPT35463	SPT35571	0.23215
SPT35463	SPT35349	0.24054
SPT35463	SPT35351	0.23679
SPT35463	SPT35418	0.23326
SPT35463	SPT35419	0.25263
SPT35463	SPT35566	0.24337
SPT35463	SPT35567	0.247
SPT35463	SPT35420	0.23682
SPT35463	SPT35423	0.23087
SPT35463	SPT35564	0.22941
SPT35463	SPT35352	0.23656
SPT35463	SPT35424	0.23455
SPT35463	SPT35357	0.23817
SPT35463	SPT35437	0.23675
SPT35463	SPT35563	0.2444
SPT35463	SPT35308	0.23728
SPT35463	SPT35425	0.23815
SPT35463	SPT35440	0.23863
SPT35463	SPT35354	0.26394
SPT35463	SPT35309	0.2363
SPT35463	SPT35310	0.23453
SPT35463	SPT35355	0.23737
SPT35463	SPT35332	0.24554
SPT35463	SPT35333	0.22031
SPT35463	SPT35561	0.24605
SPT35463	SPT35363	0.22762
SPT35463	SPT35427	0.23368
SPT35463	SPT35752	0.2334
SPT35463	SPT35430	0.23758
SPT35463	SPT35431	0.24227
SPT35463	SPT35313	0.24226
SPT35463	SPT35780	0.24109
SPT35463	SPT35315	0.24501
SPT35463	SPT35316	0.24448
SPT35463	SPT35317	0.24259
SPT35463	SPT35334	0.24214
SPT35463	SPT35543	0.2463
SPT35341	SPT35368	0.24944
SPT35341	SPT35378	0.24943
SPT35341	SPT35552	0.24323
SPT35341	SPT35551	0.23384
SPT35341	SPT35459	0.25931
SPT35341	SPT35474	0.27869
SPT35341	SPT35514	0.23858
SPT35341	SPT35519	0.23424
SPT35341	SPT35526	0.25087
SPT35341	SPT35501	0.23824
SPT35341	SPT35681	0.2349
SPT35341	SPT35467	0.25113
SPT35341	SPT35469	0.24159
SPT35341	SPT35470	0.27649
SPT35341	SPT35468	0.2423
SPT35341	SPT35471	0.24716
SPT35341	SPT35379	0.26811
SPT35341	SPT35472	0.24046
SPT35341	SPT35529	0.25132
SPT35341	SPT35517	0.24602
SPT35341	SPT35516	0.24205
SPT35341	SPT35360	0.34477
SPT35341	SPT35515	0.24587
SPT35341	SPT35518	0.23396
SPT35341	SPT35475	0.25116
SPT35341	SPT35520	0.22451
SPT35341	SPT35324	0.26902
SPT35341	SPT35476	0.24357
SPT35341	SPT35485	0.23669
SPT35341	SPT35389	0.24275
SPT35341	SPT35487	0.24583
SPT35341	SPT35369	0.24895
SPT35341	SPT35370	0.26956
SPT35341	SPT35382	0.25401
SPT35341	SPT35521	0.23356
SPT35341	SPT35553	0.23153
SPT35341	SPT35532	0.24039
SPT35341	SPT35384	0.24719
SPT35341	SPT35522	0.24102
SPT35341	SPT35361	0.24963
SPT35341	SPT35342	0.2428
SPT35341	SPT35556	0.24329
SPT35341	SPT35557	0.2444
SPT35341	SPT35328	0.23652
SPT35341	SPT35592	0.23968
SPT35341	SPT35435	0.23611
SPT35341	SPT35304	0.23495
SPT35341	SPT35390	0.26603
SPT35341	SPT35436	0.23435
SPT35341	SPT35580	0.23012
SPT35341	SPT35538	0.23646
SPT35341	SPT35537	0.23438
SPT35341	SPT35320	0.24691
SPT35341	SPT35541	0.23704
SPT35341	SPT35673	0.2289
SPT35341	SPT35502	0.23394
SPT35341	SPT35330	0.23431
SPT35341	SPT35546	0.2259
SPT35341	SPT35547	0.23411
SPT35341	SPT35544	0.23691
SPT35341	SPT35362	0.24237
SPT35341	SPT35499	0.24609
SPT35341	SPT35336	0.24424
SPT35341	SPT35577	0.2268
SPT35341	SPT35325	0.22936
SPT35341	SPT35331	0.2639
SPT35341	SPT35337	0.26947
SPT35341	SPT35306	0.25137
SPT35341	SPT35407	0.2849
SPT35341	SPT35346	0.23034
SPT35341	SPT35405	0.27304
SPT35341	SPT35410	0.24584
SPT35341	SPT35575	0.2379
SPT35341	SPT35576	0.26577
SPT35341	SPT35766	0.24147
SPT35341	SPT35347	0.34502
SPT35341	SPT35412	0.24163
SPT35341	SPT35414	0.24383
SPT35341	SPT35348	0.26019
SPT35341	SPT35417	0.24761
SPT35341	SPT35571	0.23643
SPT35341	SPT35349	0.24936
SPT35341	SPT35351	0.34837
SPT35341	SPT35418	0.24657
SPT35341	SPT35419	0.26742
SPT35341	SPT35566	0.26243
SPT35341	SPT35567	0.23791
SPT35341	SPT35420	0.22205
SPT35341	SPT35423	0.23571
SPT35341	SPT35564	0.24361
SPT35341	SPT35352	0.25348
SPT35341	SPT35424	0.22357
SPT35341	SPT35357	0.24473
SPT35341	SPT35437	0.23593
SPT35341	SPT35563	0.23832
SPT35341	SPT35308	0.23335
SPT35341	SPT35425	0.23754
SPT35341	SPT35440	0.23708
SPT35341	SPT35354	0.25945
SPT35341	SPT35309	0.22713
SPT35341	SPT35310	0.22577
SPT35341	SPT35355	0.25618
SPT35341	SPT35332	0.23088
SPT35341	SPT35333	0.24423
SPT35341	SPT35561	0.23931
SPT35341	SPT35363	0.23834
SPT35341	SPT35427	0.22995
SPT35341	SPT35752	0.23747
SPT35341	SPT35430	0.24439
SPT35341	SPT35431	0.24622
SPT35341	SPT35313	0.24181
SPT35341	SPT35780	0.23553
SPT35341	SPT35315	0.2539
SPT35341	SPT35316	0.25531
SPT35341	SPT35317	0.2581
SPT35341	SPT35334	0.27087
SPT35341	SPT35543	0.24052
SPT35368	SPT35378	0.23829
SPT35368	SPT35552	0.23482
SPT35368	SPT35551	0.24213
SPT35368	SPT35459	0.24838
SPT35368	SPT35474	0.23745
SPT35368	SPT35514	0.23025
SPT35368	SPT35519	0.23048
SPT35368	SPT35526	0.25857
SPT35368	SPT35501	0.23726
SPT35368	SPT35681	0.2292
SPT35368	SPT35467	0.25845
SPT35368	SPT35469	0.24335
SPT35368	SPT35470	0.23415
SPT35368	SPT35468	0.24003
SPT35368	SPT35471	0.23292
SPT35368	SPT35379	0.26857
SPT35368	SPT35472	0.22482
SPT35368	SPT35529	0.25806
SPT35368	SPT35517	0.23865
SPT35368	SPT35516	0.24018
SPT35368	SPT35360	0.24046
SPT35368	SPT35515	0.23127
SPT35368	SPT35518	0.22892
SPT35368	SPT35475	0.25919
SPT35368	SPT35520	0.22816
SPT35368	SPT35324	0.24068
SPT35368	SPT35476	0.23539
SPT35368	SPT35485	0.22675
SPT35368	SPT35389	0.24231
SPT35368	SPT35487	0.23434
SPT35368	SPT35369	0.23777
SPT35368	SPT35370	0.2418
SPT35368	SPT35382	0.24164
SPT35368	SPT35521	0.2289
SPT35368	SPT35553	0.23938
SPT35368	SPT35532	0.2407
SPT35368	SPT35384	0.24663
SPT35368	SPT35522	0.24323
SPT35368	SPT35361	0.24452
SPT35368	SPT35342	0.23993
SPT35368	SPT35556	0.22988
SPT35368	SPT35557	0.23982
SPT35368	SPT35328	0.2443
SPT35368	SPT35592	0.24116
SPT35368	SPT35435	0.2359
SPT35368	SPT35304	0.24065
SPT35368	SPT35390	0.2363
SPT35368	SPT35436	0.23146
SPT35368	SPT35580	0.2364
SPT35368	SPT35538	0.22931000000000001
SPT35368	SPT35537	0.2286
SPT35368	SPT35320	0.24159
SPT35368	SPT35541	0.23818
SPT35368	SPT35673	0.23128
SPT35368	SPT35502	0.2247
SPT35368	SPT35330	0.24231
SPT35368	SPT35546	0.23195
SPT35368	SPT35547	0.24099
SPT35368	SPT35544	0.23675
SPT35368	SPT35362	0.26594
SPT35368	SPT35499	0.24462
SPT35368	SPT35336	0.24702
SPT35368	SPT35577	0.2356
SPT35368	SPT35325	0.2435
SPT35368	SPT35331	0.27351
SPT35368	SPT35337	0.24222
SPT35368	SPT35306	0.2255
SPT35368	SPT35407	0.24675
SPT35368	SPT35346	0.23318
SPT35368	SPT35405	0.24601
SPT35368	SPT35410	0.23735
SPT35368	SPT35575	0.22732
SPT35368	SPT35576	0.24008
SPT35368	SPT35766	0.24458
SPT35368	SPT35347	0.24109
SPT35368	SPT35412	0.23829
SPT35368	SPT35414	0.23895
SPT35368	SPT35348	0.23711
SPT35368	SPT35417	0.23863
SPT35368	SPT35571	0.23792
SPT35368	SPT35349	0.24021
SPT35368	SPT35351	0.22347
SPT35368	SPT35418	0.23291
SPT35368	SPT35419	0.23811
SPT35368	SPT35566	0.22861
SPT35368	SPT35567	0.23755
SPT35368	SPT35420	0.22522
SPT35368	SPT35423	0.24276
SPT35368	SPT35564	0.22885
SPT35368	SPT35352	0.25795
SPT35368	SPT35424	0.22409
SPT35368	SPT35357	0.24815
SPT35368	SPT35437	0.22331
SPT35368	SPT35563	0.23803
SPT35368	SPT35308	0.24228
SPT35368	SPT35425	0.23629
SPT35368	SPT35440	0.23878
SPT35368	SPT35354	0.23892
SPT35368	SPT35309	0.2417
SPT35368	SPT35310	0.24402
SPT35368	SPT35355	0.24359
SPT35368	SPT35332	0.24103
SPT35368	SPT35333	0.22546
SPT35368	SPT35561	0.23863
SPT35368	SPT35363	0.23688
SPT35368	SPT35427	0.22507
SPT35368	SPT35752	0.22745
SPT35368	SPT35430	0.23758
SPT35368	SPT35431	0.23938
SPT35368	SPT35313	0.24562
SPT35368	SPT35780	0.24085
SPT35368	SPT35315	0.23727
SPT35368	SPT35316	0.23948
SPT35368	SPT35317	0.23447
SPT35368	SPT35334	0.2368
SPT35368	SPT35543	0.23298
SPT35378	SPT35552	0.22284
SPT35378	SPT35551	0.23225
SPT35378	SPT35459	0.24734
SPT35378	SPT35474	0.2608
SPT35378	SPT35514	0.24015
SPT35378	SPT35519	0.23764
SPT35378	SPT35526	0.24037
SPT35378	SPT35501	0.24174
SPT35378	SPT35681	0.24493
SPT35378	SPT35467	0.23746
SPT35378	SPT35469	0.23969
SPT35378	SPT35470	0.25677
SPT35378	SPT35468	0.23315
SPT35378	SPT35471	0.23798
SPT35378	SPT35379	0.2412
SPT35378	SPT35472	0.23355
SPT35378	SPT35529	0.23716
SPT35378	SPT35517	0.24196
SPT35378	SPT35516	0.23806
SPT35378	SPT35360	0.25348
SPT35378	SPT35515	0.23242
SPT35378	SPT35518	0.23552
SPT35378	SPT35475	0.23684
SPT35378	SPT35520	0.22796
SPT35378	SPT35324	0.25071
SPT35378	SPT35476	0.24186
SPT35378	SPT35485	0.2522
SPT35378	SPT35389	0.23276
SPT35378	SPT35487	0.24126
SPT35378	SPT35369	0.25567
SPT35378	SPT35370	0.2543
SPT35378	SPT35382	0.24258
SPT35378	SPT35521	0.24925
SPT35378	SPT35553	0.22906
SPT35378	SPT35532	0.24286
SPT35378	SPT35384	0.25832
SPT35378	SPT35522	0.24747
SPT35378	SPT35361	0.25562
SPT35378	SPT35342	0.24977
SPT35378	SPT35556	0.23738
SPT35378	SPT35557	0.2384
SPT35378	SPT35328	0.25666
SPT35378	SPT35592	0.23827
SPT35378	SPT35435	0.23418
SPT35378	SPT35304	0.23644
SPT35378	SPT35390	0.23412
SPT35378	SPT35436	0.23216
SPT35378	SPT35580	0.24986
SPT35378	SPT35538	0.2221
SPT35378	SPT35537	0.22713
SPT35378	SPT35320	0.24148
SPT35378	SPT35541	0.22623
SPT35378	SPT35673	0.22819
SPT35378	SPT35502	0.23024
SPT35378	SPT35330	0.23474
SPT35378	SPT35546	0.22802
SPT35378	SPT35547	0.23421
SPT35378	SPT35544	0.23518
SPT35378	SPT35362	0.24642
SPT35378	SPT35499	0.23986
SPT35378	SPT35336	0.25552
SPT35378	SPT35577	0.23923
SPT35378	SPT35325	0.24002
SPT35378	SPT35331	0.25155
SPT35378	SPT35337	0.23713
SPT35378	SPT35306	0.24619
SPT35378	SPT35407	0.25047
SPT35378	SPT35346	0.27538
SPT35378	SPT35405	0.24451
SPT35378	SPT35410	0.24719
SPT35378	SPT35575	0.22792
SPT35378	SPT35576	0.24881
SPT35378	SPT35766	0.23909
SPT35378	SPT35347	0.25421
SPT35378	SPT35412	0.22964
SPT35378	SPT35414	0.23449
SPT35378	SPT35348	0.24936
SPT35378	SPT35417	0.23744
SPT35378	SPT35571	0.2383
SPT35378	SPT35349	0.24354
SPT35378	SPT35351	0.25072
SPT35378	SPT35418	0.25354
SPT35378	SPT35419	0.24412
SPT35378	SPT35566	0.24887
SPT35378	SPT35567	0.24107
SPT35378	SPT35420	0.23708
SPT35378	SPT35423	0.23706
SPT35378	SPT35564	0.23444
SPT35378	SPT35352	0.24113
SPT35378	SPT35424	0.23461
SPT35378	SPT35357	0.26569
SPT35378	SPT35437	0.23378
SPT35378	SPT35563	0.24194
SPT35378	SPT35308	0.23715
SPT35378	SPT35425	0.22433
SPT35378	SPT35440	0.25561
SPT35378	SPT35354	0.23897
SPT35378	SPT35309	0.2421
SPT35378	SPT35310	0.23858
SPT35378	SPT35355	0.25796
SPT35378	SPT35332	0.2426
SPT35378	SPT35333	0.23985
SPT35378	SPT35561	0.23965
SPT35378	SPT35363	0.25112
SPT35378	SPT35427	0.23779
SPT35378	SPT35752	0.23814
SPT35378	SPT35430	0.23818
SPT35378	SPT35431	0.25003
SPT35378	SPT35313	0.23779
SPT35378	SPT35780	0.23511
SPT35378	SPT35315	0.28336
SPT35378	SPT35316	0.2555
SPT35378	SPT35317	0.24298
SPT35378	SPT35334	0.24656
SPT35378	SPT35543	0.23944
SPT35552	SPT35551	0.23982
SPT35552	SPT35459	0.2285
SPT35552	SPT35474	0.2309
SPT35552	SPT35514	0.25006
SPT35552	SPT35519	0.23115
SPT35552	SPT35526	0.24012
SPT35552	SPT35501	0.22807
SPT35552	SPT35681	0.22546
SPT35552	SPT35467	0.23779
SPT35552	SPT35469	0.23623
SPT35552	SPT35470	0.22936
SPT35552	SPT35468	0.22724
SPT35552	SPT35471	0.23346
SPT35552	SPT35379	0.23905
SPT35552	SPT35472	0.21975
SPT35552	SPT35529	0.24231
SPT35552	SPT35517	0.23624
SPT35552	SPT35516	0.23666
SPT35552	SPT35360	0.22947
SPT35552	SPT35515	0.23049
SPT35552	SPT35518	0.21731
SPT35552	SPT35475	0.23836
SPT35552	SPT35520	0.22222
SPT35552	SPT35324	0.22844
SPT35552	SPT35476	0.23796
SPT35552	SPT35485	0.21572
SPT35552	SPT35389	0.22169
SPT35552	SPT35487	0.22652
SPT35552	SPT35369	0.22331
SPT35552	SPT35370	0.22625
SPT35552	SPT35382	0.23274
SPT35552	SPT35521	0.23996
SPT35552	SPT35553	0.21906
SPT35552	SPT35532	0.2464
SPT35552	SPT35384	0.22861
SPT35552	SPT35522	0.2238
SPT35552	SPT35361	0.22548
SPT35552	SPT35342	0.2282
SPT35552	SPT35556	0.24994
SPT35552	SPT35557	0.22668
SPT35552	SPT35328	0.22099
SPT35552	SPT35592	0.22053
SPT35552	SPT35435	0.2389
SPT35552	SPT35304	0.23359
SPT35552	SPT35390	0.23054
SPT35552	SPT35436	0.22731
SPT35552	SPT35580	0.25783
SPT35552	SPT35538	0.25134
SPT35552	SPT35537	0.25433
SPT35552	SPT35320	0.25501
SPT35552	SPT35541	0.24841
SPT35552	SPT35673	0.24751
SPT35552	SPT35502	0.21677
SPT35552	SPT35330	0.26885
SPT35552	SPT35546	0.25402
SPT35552	SPT35547	0.23812
SPT35552	SPT35544	0.23263
SPT35552	SPT35362	0.2339
SPT35552	SPT35499	0.25148
SPT35552	SPT35336	0.23359
SPT35552	SPT35577	0.23987
SPT35552	SPT35325	0.24253
SPT35552	SPT35331	0.23274
SPT35552	SPT35337	0.22554
SPT35552	SPT35306	0.22361
SPT35552	SPT35407	0.24352
SPT35552	SPT35346	0.236
SPT35552	SPT35405	0.25411
SPT35552	SPT35410	0.23016
SPT35552	SPT35575	0.2288
SPT35552	SPT35576	0.23715
SPT35552	SPT35766	0.23571
SPT35552	SPT35347	0.2298
SPT35552	SPT35412	0.25577
SPT35552	SPT35414	0.25186
SPT35552	SPT35348	0.24209
SPT35552	SPT35417	0.24547
SPT35552	SPT35571	0.24381
SPT35552	SPT35349	0.22812
SPT35552	SPT35351	0.23436
SPT35552	SPT35418	0.23849
SPT35552	SPT35419	0.23083
SPT35552	SPT35566	0.26522
SPT35552	SPT35567	0.23142
SPT35552	SPT35420	0.22001
SPT35552	SPT35423	0.22602
SPT35552	SPT35564	0.22483
SPT35552	SPT35352	0.21935
SPT35552	SPT35424	0.23469
SPT35552	SPT35357	0.23608
SPT35552	SPT35437	0.23302
SPT35552	SPT35563	0.22715
SPT35552	SPT35308	0.23772
SPT35552	SPT35425	0.24877
SPT35552	SPT35440	0.25593
SPT35552	SPT35354	0.23835
SPT35552	SPT35309	0.22698
SPT35552	SPT35310	0.23342
SPT35552	SPT35355	0.22236
SPT35552	SPT35332	0.23125
SPT35552	SPT35333	0.23393
SPT35552	SPT35561	0.21866
SPT35552	SPT35363	0.22266
SPT35552	SPT35427	0.24257
SPT35552	SPT35752	0.22604
SPT35552	SPT35430	0.24239
SPT35552	SPT35431	0.23296
SPT35552	SPT35313	0.24668
SPT35552	SPT35780	0.23964
SPT35552	SPT35315	0.236
SPT35552	SPT35316	0.22872
SPT35552	SPT35317	0.23112
SPT35552	SPT35334	0.22564
SPT35552	SPT35543	0.24521
SPT35551	SPT35459	0.24264
SPT35551	SPT35474	0.24402
SPT35551	SPT35514	0.23672
SPT35551	SPT35519	0.2382
SPT35551	SPT35526	0.25311
SPT35551	SPT35501	0.24048
SPT35551	SPT35681	0.22611
SPT35551	SPT35467	0.25009
SPT35551	SPT35469	0.22927
SPT35551	SPT35470	0.23443
SPT35551	SPT35468	0.22769
SPT35551	SPT35471	0.22193
SPT35551	SPT35379	0.23393
SPT35551	SPT35472	0.22647
SPT35551	SPT35529	0.25492
SPT35551	SPT35517	0.2252
SPT35551	SPT35516	0.23174
SPT35551	SPT35360	0.22664
SPT35551	SPT35515	0.21902
SPT35551	SPT35518	0.23857
SPT35551	SPT35475	0.24982
SPT35551	SPT35520	0.23891
SPT35551	SPT35324	0.23013
SPT35551	SPT35476	0.23413
SPT35551	SPT35485	0.23449
SPT35551	SPT35389	0.2184
SPT35551	SPT35487	0.22299
SPT35551	SPT35369	0.22295
SPT35551	SPT35370	0.23579
SPT35551	SPT35382	0.2396
SPT35551	SPT35521	0.2483
SPT35551	SPT35553	0.23224
SPT35551	SPT35532	0.22684000000000001
SPT35551	SPT35384	0.23125
SPT35551	SPT35522	0.23693
SPT35551	SPT35361	0.23373
SPT35551	SPT35342	0.22283
SPT35551	SPT35556	0.23362
SPT35551	SPT35557	0.23196
SPT35551	SPT35328	0.2101
SPT35551	SPT35592	0.23776
SPT35551	SPT35435	0.23257
SPT35551	SPT35304	0.23485
SPT35551	SPT35390	0.21894
SPT35551	SPT35436	0.23686
SPT35551	SPT35580	0.24931
SPT35551	SPT35538	0.24078
SPT35551	SPT35537	0.23491
SPT35551	SPT35320	0.23632
SPT35551	SPT35541	0.23223
SPT35551	SPT35673	0.26172
SPT35551	SPT35502	0.22492
SPT35551	SPT35330	0.24728
SPT35551	SPT35546	0.36896
SPT35551	SPT35547	0.36133
SPT35551	SPT35544	0.22832
SPT35551	SPT35362	0.23135
SPT35551	SPT35499	0.2381
SPT35551	SPT35336	0.23376
SPT35551	SPT35577	0.28006
SPT35551	SPT35325	0.22662
SPT35551	SPT35331	0.23301
SPT35551	SPT35337	0.2217
SPT35551	SPT35306	0.23802
SPT35551	SPT35407	0.23277
SPT35551	SPT35346	0.23057
SPT35551	SPT35405	0.2417
SPT35551	SPT35410	0.22729
SPT35551	SPT35575	0.22284
SPT35551	SPT35576	0.23801
SPT35551	SPT35766	0.23688
SPT35551	SPT35347	0.2269
SPT35551	SPT35412	0.24718
SPT35551	SPT35414	0.24025
SPT35551	SPT35348	0.22748
SPT35551	SPT35417	0.23633
SPT35551	SPT35571	0.73873
SPT35551	SPT35349	0.24041
SPT35551	SPT35351	0.22957
SPT35551	SPT35418	0.23481
SPT35551	SPT35419	0.24301
SPT35551	SPT35566	0.24119
SPT35551	SPT35567	0.23466
SPT35551	SPT35420	0.22455
SPT35551	SPT35423	0.22297
SPT35551	SPT35564	0.22892
SPT35551	SPT35352	0.22396
SPT35551	SPT35424	0.22551
SPT35551	SPT35357	0.23596
SPT35551	SPT35437	0.23191
SPT35551	SPT35563	0.23019
SPT35551	SPT35308	0.23683
SPT35551	SPT35425	0.24702
SPT35551	SPT35440	0.24613
SPT35551	SPT35354	0.229
SPT35551	SPT35309	0.22869
SPT35551	SPT35310	0.23288
SPT35551	SPT35355	0.21675
SPT35551	SPT35332	0.21649
SPT35551	SPT35333	0.22694
SPT35551	SPT35561	0.24174
SPT35551	SPT35363	0.22947
SPT35551	SPT35427	0.24659
SPT35551	SPT35752	0.23111
SPT35551	SPT35430	0.23299
SPT35551	SPT35431	0.25198
SPT35551	SPT35313	0.23961
SPT35551	SPT35780	0.24695
SPT35551	SPT35315	0.215
SPT35551	SPT35316	0.23794
SPT35551	SPT35317	0.23077
SPT35551	SPT35334	0.22127
SPT35551	SPT35543	0.24024
SPT35459	SPT35474	0.24551
SPT35459	SPT35514	0.24252
SPT35459	SPT35519	0.23307
SPT35459	SPT35526	0.25125
SPT35459	SPT35501	0.23614
SPT35459	SPT35681	0.22971
SPT35459	SPT35467	0.2496
SPT35459	SPT35469	0.236
SPT35459	SPT35470	0.24108
SPT35459	SPT35468	0.23362
SPT35459	SPT35471	0.23491
SPT35459	SPT35379	0.23654
SPT35459	SPT35472	0.23433
SPT35459	SPT35529	0.25269
SPT35459	SPT35517	0.23549
SPT35459	SPT35516	0.24044
SPT35459	SPT35360	0.23917
SPT35459	SPT35515	0.22987
SPT35459	SPT35518	0.24817
SPT35459	SPT35475	0.25067
SPT35459	SPT35520	0.2409
SPT35459	SPT35324	0.23199
SPT35459	SPT35476	0.24397
SPT35459	SPT35485	0.25256
SPT35459	SPT35389	0.23218
SPT35459	SPT35487	0.2399
SPT35459	SPT35369	0.23504
SPT35459	SPT35370	0.23645
SPT35459	SPT35382	0.23762
SPT35459	SPT35521	0.24782
SPT35459	SPT35553	0.23801
SPT35459	SPT35532	0.24244
SPT35459	SPT35384	0.24693
SPT35459	SPT35522	0.23615
SPT35459	SPT35361	0.24251
SPT35459	SPT35342	0.22661
SPT35459	SPT35556	0.23662
SPT35459	SPT35557	0.24336
SPT35459	SPT35328	0.22428
SPT35459	SPT35592	0.2373
SPT35459	SPT35435	0.23299
SPT35459	SPT35304	0.25231
SPT35459	SPT35390	0.23861
SPT35459	SPT35436	0.23069
SPT35459	SPT35580	0.24272
SPT35459	SPT35538	0.24339
SPT35459	SPT35537	0.24311
SPT35459	SPT35320	0.23293
SPT35459	SPT35541	0.24104
SPT35459	SPT35673	0.2255
SPT35459	SPT35502	0.24298
SPT35459	SPT35330	0.23752
SPT35459	SPT35546	0.24808
SPT35459	SPT35547	0.24639
SPT35459	SPT35544	0.24398
SPT35459	SPT35362	0.22966
SPT35459	SPT35499	0.23313999999999999
SPT35459	SPT35336	0.24783
SPT35459	SPT35577	0.2482
SPT35459	SPT35325	0.23292
SPT35459	SPT35331	0.23397
SPT35459	SPT35337	0.24061
SPT35459	SPT35306	0.22891
SPT35459	SPT35407	0.2479
