p1	p2	hmm
SPT35509	SPT35427	0.22589
SPT35509	SPT35752	0.22253
SPT35509	SPT35430	0.22568
SPT35509	SPT35431	0.24209
SPT35509	SPT35313	0.229
SPT35509	SPT35780	0.24242
SPT35509	SPT35315	0.23355
SPT35509	SPT35316	0.23428
SPT35509	SPT35317	0.23302
SPT35509	SPT35334	0.23794
SPT35509	SPT35543	0.23169
SPT35450	SPT35525	0.26292
SPT35450	SPT35510	0.26245
SPT35450	SPT35340	0.2503
SPT35450	SPT35583	0.22545
SPT35450	SPT35584	0.23212
SPT35450	SPT35585	0.24948
SPT35450	SPT35458	0.25543
SPT35450	SPT35500	0.23073
SPT35450	SPT35322	0.23367
SPT35450	SPT35377	0.24952
SPT35450	SPT35511	0.25285
SPT35450	SPT35323	0.23734
SPT35450	SPT35461	0.23241
SPT35450	SPT35462	0.24305
SPT35450	SPT35463	0.23792
SPT35450	SPT35341	0.23446
SPT35450	SPT35368	0.23965
SPT35450	SPT35378	0.23178
SPT35450	SPT35552	0.2644
SPT35450	SPT35551	0.25016
SPT35450	SPT35459	0.24567
SPT35450	SPT35474	0.23916
SPT35450	SPT35514	0.24918
SPT35450	SPT35519	0.25362
SPT35450	SPT35526	0.25471
SPT35450	SPT35501	0.24101
SPT35450	SPT35681	0.23413
SPT35450	SPT35467	0.25258
SPT35450	SPT35469	0.23774
SPT35450	SPT35470	0.23723
SPT35450	SPT35468	0.24295
SPT35450	SPT35471	0.23243
SPT35450	SPT35379	0.25285
SPT35450	SPT35472	0.23774
SPT35450	SPT35529	0.25955
SPT35450	SPT35517	0.23461
SPT35450	SPT35516	0.23771
SPT35450	SPT35360	0.23199
SPT35450	SPT35515	0.22915
SPT35450	SPT35518	0.23425
SPT35450	SPT35475	0.25234
SPT35450	SPT35520	0.2161
SPT35450	SPT35324	0.26367
SPT35450	SPT35476	0.24542
SPT35450	SPT35485	0.23343
SPT35450	SPT35389	0.24938
SPT35450	SPT35487	0.23681
SPT35450	SPT35369	0.23289
SPT35450	SPT35370	0.24368
SPT35450	SPT35382	0.24163
SPT35450	SPT35521	0.26022
SPT35450	SPT35553	0.23256
SPT35450	SPT35532	0.24679
SPT35450	SPT35384	0.25516
SPT35450	SPT35522	0.24329
SPT35450	SPT35361	0.23374
SPT35450	SPT35342	0.22764
SPT35450	SPT35556	0.25338
SPT35450	SPT35557	0.23951
SPT35450	SPT35328	0.23067
SPT35450	SPT35592	0.23461
SPT35450	SPT35435	0.2369
SPT35450	SPT35304	0.68152
SPT35450	SPT35390	0.24525
SPT35450	SPT35436	0.22989
SPT35450	SPT35580	0.24939
SPT35450	SPT35538	0.25309
SPT35450	SPT35537	0.25284
SPT35450	SPT35320	0.26698
SPT35450	SPT35541	0.23425
SPT35450	SPT35673	0.27334
SPT35450	SPT35502	0.21397
SPT35450	SPT35330	0.26674
SPT35450	SPT35546	0.25089
SPT35450	SPT35547	0.2255
SPT35450	SPT35544	0.23664
SPT35450	SPT35362	0.2252
SPT35450	SPT35499	0.23575
SPT35450	SPT35336	0.25976
SPT35450	SPT35577	0.2366
SPT35450	SPT35325	0.24954
SPT35450	SPT35331	0.2457
SPT35450	SPT35337	0.22945
SPT35450	SPT35306	0.22193
SPT35450	SPT35407	0.23641
SPT35450	SPT35346	0.23268
SPT35450	SPT35405	0.25293
SPT35450	SPT35410	0.23568
SPT35450	SPT35575	0.22788
SPT35450	SPT35576	0.23952
SPT35450	SPT35766	0.265
SPT35450	SPT35347	0.23183
SPT35450	SPT35412	0.25952
SPT35450	SPT35414	0.25578
SPT35450	SPT35348	0.24296
SPT35450	SPT35417	0.24388
SPT35450	SPT35571	0.24895
SPT35450	SPT35349	0.2294
SPT35450	SPT35351	0.2709
SPT35450	SPT35418	0.24689
SPT35450	SPT35419	0.23216
SPT35450	SPT35566	0.25663
SPT35450	SPT35567	0.2195
SPT35450	SPT35420	0.23193
SPT35450	SPT35423	0.22945
SPT35450	SPT35564	0.23981
SPT35450	SPT35352	0.23837
SPT35450	SPT35424	0.22855
SPT35450	SPT35357	0.23375
SPT35450	SPT35437	0.23326
SPT35450	SPT35563	0.21527
SPT35450	SPT35308	0.68285
SPT35450	SPT35425	0.25919
SPT35450	SPT35440	0.26688
SPT35450	SPT35354	0.24164
SPT35450	SPT35309	0.25973
SPT35450	SPT35310	0.26424
SPT35450	SPT35355	0.23742
SPT35450	SPT35332	0.23392
SPT35450	SPT35333	0.24567
SPT35450	SPT35561	0.24308
SPT35450	SPT35363	0.2213
SPT35450	SPT35427	0.26456
SPT35450	SPT35752	0.22242
SPT35450	SPT35430	0.24178
SPT35450	SPT35431	0.25093
SPT35450	SPT35313	0.24078
SPT35450	SPT35780	0.24501
SPT35450	SPT35315	0.25445
SPT35450	SPT35316	0.23664
SPT35450	SPT35317	0.23412
SPT35450	SPT35334	0.2309
SPT35450	SPT35543	0.25573
SPT35525	SPT35510	0.2404
SPT35525	SPT35340	0.24747
SPT35525	SPT35583	0.25123
SPT35525	SPT35584	0.24935
SPT35525	SPT35585	0.24801
SPT35525	SPT35458	0.25623
SPT35525	SPT35500	0.24694
SPT35525	SPT35322	0.23813
SPT35525	SPT35377	0.247
SPT35525	SPT35511	0.76776
SPT35525	SPT35323	0.24398
SPT35525	SPT35461	0.24247
SPT35525	SPT35462	0.24974
SPT35525	SPT35463	0.24705
SPT35525	SPT35341	0.2415
SPT35525	SPT35368	0.25483
SPT35525	SPT35378	0.23582
SPT35525	SPT35552	0.2456
SPT35525	SPT35551	0.25549
SPT35525	SPT35459	0.25004
SPT35525	SPT35474	0.24795
SPT35525	SPT35514	0.25176
SPT35525	SPT35519	0.25039
SPT35525	SPT35526	0.76883
SPT35525	SPT35501	0.23682
SPT35525	SPT35681	0.23333
SPT35525	SPT35467	0.76758
SPT35525	SPT35469	0.25151
SPT35525	SPT35470	0.24316
SPT35525	SPT35468	0.25009
SPT35525	SPT35471	0.25044
SPT35525	SPT35379	0.24902
SPT35525	SPT35472	0.23459
SPT35525	SPT35529	0.76546
SPT35525	SPT35517	0.24434
SPT35525	SPT35516	0.24949
SPT35525	SPT35360	0.23917
SPT35525	SPT35515	0.25037
SPT35525	SPT35518	0.22644
SPT35525	SPT35475	0.76475
SPT35525	SPT35520	0.23732
SPT35525	SPT35324	0.23422
SPT35525	SPT35476	0.25172
SPT35525	SPT35485	0.23778
SPT35525	SPT35389	0.24692
SPT35525	SPT35487	0.25874
SPT35525	SPT35369	0.24221
SPT35525	SPT35370	0.25109
SPT35525	SPT35382	0.25585
SPT35525	SPT35521	0.25333
SPT35525	SPT35553	0.24201
SPT35525	SPT35532	0.25932
SPT35525	SPT35384	0.24733
SPT35525	SPT35522	0.24209
SPT35525	SPT35361	0.23989
SPT35525	SPT35342	0.23772
SPT35525	SPT35556	0.24881
SPT35525	SPT35557	0.23689
SPT35525	SPT35328	0.22922
SPT35525	SPT35592	0.24504
SPT35525	SPT35435	0.25696
SPT35525	SPT35304	0.25171
SPT35525	SPT35390	0.24423
SPT35525	SPT35436	0.24882
SPT35525	SPT35580	0.24521
SPT35525	SPT35538	0.26264
SPT35525	SPT35537	0.25326
SPT35525	SPT35320	0.25581
SPT35525	SPT35541	0.24033
SPT35525	SPT35673	0.2547
SPT35525	SPT35502	0.23441
SPT35525	SPT35330	0.26103
SPT35525	SPT35546	0.25142
SPT35525	SPT35547	0.24525
SPT35525	SPT35544	0.25068
SPT35525	SPT35362	0.24534
SPT35525	SPT35499	0.24015
SPT35525	SPT35336	0.24872
SPT35525	SPT35577	0.24384
SPT35525	SPT35325	0.23594
SPT35525	SPT35331	0.24367
SPT35525	SPT35337	0.24694
SPT35525	SPT35306	0.25502
SPT35525	SPT35407	0.24266
SPT35525	SPT35346	0.23993
SPT35525	SPT35405	0.25562
SPT35525	SPT35410	0.24234
SPT35525	SPT35575	0.24577
SPT35525	SPT35576	0.23915
SPT35525	SPT35766	0.25705
SPT35525	SPT35347	0.23901
SPT35525	SPT35412	0.24404
SPT35525	SPT35414	0.25422
SPT35525	SPT35348	0.24725
SPT35525	SPT35417	0.25271
SPT35525	SPT35571	0.25481
SPT35525	SPT35349	0.2503
SPT35525	SPT35351	0.25464
SPT35525	SPT35418	0.23611
SPT35525	SPT35419	0.23561000000000001
SPT35525	SPT35566	0.24996
SPT35525	SPT35567	0.24069
SPT35525	SPT35420	0.23991
SPT35525	SPT35423	0.2362
SPT35525	SPT35564	0.25199
SPT35525	SPT35352	0.2399
SPT35525	SPT35424	0.24857
SPT35525	SPT35357	0.2377
SPT35525	SPT35437	0.2409
SPT35525	SPT35563	0.23786
SPT35525	SPT35308	0.25396
SPT35525	SPT35425	0.24791
SPT35525	SPT35440	0.2707
SPT35525	SPT35354	0.25228
SPT35525	SPT35309	0.23756
SPT35525	SPT35310	0.23974
SPT35525	SPT35355	0.24068
SPT35525	SPT35332	0.2287
SPT35525	SPT35333	0.23892
SPT35525	SPT35561	0.24723
SPT35525	SPT35363	0.23505
SPT35525	SPT35427	0.25233
SPT35525	SPT35752	0.23699
SPT35525	SPT35430	0.24675
SPT35525	SPT35431	0.24164
SPT35525	SPT35313	0.24551
SPT35525	SPT35780	0.24396
SPT35525	SPT35315	0.23398
SPT35525	SPT35316	0.23843
SPT35525	SPT35317	0.23726
SPT35525	SPT35334	0.24505
SPT35525	SPT35543	0.24364
SPT35510	SPT35340	0.22247
SPT35510	SPT35583	0.22218
SPT35510	SPT35584	0.23761
SPT35510	SPT35585	0.2506
SPT35510	SPT35458	0.2524
SPT35510	SPT35500	0.23489
SPT35510	SPT35322	0.22915
SPT35510	SPT35377	0.22296
SPT35510	SPT35511	0.23159
SPT35510	SPT35323	0.22703
SPT35510	SPT35461	0.23554
SPT35510	SPT35462	0.23552
SPT35510	SPT35463	0.23586
SPT35510	SPT35341	0.23176
SPT35510	SPT35368	0.23136
SPT35510	SPT35378	0.23288
SPT35510	SPT35552	0.2446
SPT35510	SPT35551	0.24456
SPT35510	SPT35459	0.23807
SPT35510	SPT35474	0.23201
SPT35510	SPT35514	0.26438
SPT35510	SPT35519	0.2535
SPT35510	SPT35526	0.229
SPT35510	SPT35501	0.23329
SPT35510	SPT35681	0.22748
SPT35510	SPT35467	0.22594
SPT35510	SPT35469	0.23692
SPT35510	SPT35470	0.22656
SPT35510	SPT35468	0.25025
SPT35510	SPT35471	0.23631
SPT35510	SPT35379	0.23677
SPT35510	SPT35472	0.2168
SPT35510	SPT35529	0.2327
SPT35510	SPT35517	0.23374
SPT35510	SPT35516	0.23541
SPT35510	SPT35360	0.23285
SPT35510	SPT35515	0.23446
SPT35510	SPT35518	0.22985
SPT35510	SPT35475	0.22694
SPT35510	SPT35520	0.22358
SPT35510	SPT35324	0.22435
SPT35510	SPT35476	0.25384
SPT35510	SPT35485	0.22446
SPT35510	SPT35389	0.22319
SPT35510	SPT35487	0.23352
SPT35510	SPT35369	0.22778
SPT35510	SPT35370	0.22032
SPT35510	SPT35382	0.22777
SPT35510	SPT35521	0.25998
SPT35510	SPT35553	0.23123
SPT35510	SPT35532	0.25526
SPT35510	SPT35384	0.22968
SPT35510	SPT35522	0.22644
SPT35510	SPT35361	0.23242
SPT35510	SPT35342	0.21124
SPT35510	SPT35556	0.23865
SPT35510	SPT35557	0.24204
SPT35510	SPT35328	0.22749
SPT35510	SPT35592	0.25323
SPT35510	SPT35435	0.23727
SPT35510	SPT35304	0.23262
SPT35510	SPT35390	0.22125
SPT35510	SPT35436	0.22594
SPT35510	SPT35580	0.25381
SPT35510	SPT35538	0.25555
SPT35510	SPT35537	0.24922
SPT35510	SPT35320	0.25642
SPT35510	SPT35541	0.23594
SPT35510	SPT35673	0.29622
SPT35510	SPT35502	0.23635
SPT35510	SPT35330	0.26405
SPT35510	SPT35546	0.25271
SPT35510	SPT35547	0.23016
SPT35510	SPT35544	0.23735
SPT35510	SPT35362	0.23018
SPT35510	SPT35499	0.23576
SPT35510	SPT35336	0.23708
SPT35510	SPT35577	0.22508
SPT35510	SPT35325	0.23294
SPT35510	SPT35331	0.22069
SPT35510	SPT35337	0.23478
SPT35510	SPT35306	0.21503
SPT35510	SPT35407	0.23742
SPT35510	SPT35346	0.23387
SPT35510	SPT35405	0.25493
SPT35510	SPT35410	0.24155
SPT35510	SPT35575	0.22335
SPT35510	SPT35576	0.23353
SPT35510	SPT35766	0.24831
SPT35510	SPT35347	0.23317
SPT35510	SPT35412	0.26159
SPT35510	SPT35414	0.24578
SPT35510	SPT35348	0.22685
SPT35510	SPT35417	0.23633
SPT35510	SPT35571	0.25424
SPT35510	SPT35349	0.22285
SPT35510	SPT35351	0.2455
SPT35510	SPT35418	0.23958
SPT35510	SPT35419	0.2288
SPT35510	SPT35566	0.24996
SPT35510	SPT35567	0.22949
SPT35510	SPT35420	0.22461
SPT35510	SPT35423	0.21538
SPT35510	SPT35564	0.23216
SPT35510	SPT35352	0.23562
SPT35510	SPT35424	0.23359
SPT35510	SPT35357	0.22888
SPT35510	SPT35437	0.24167
SPT35510	SPT35563	0.2256
SPT35510	SPT35308	0.23812
SPT35510	SPT35425	0.25151
SPT35510	SPT35440	0.2604
SPT35510	SPT35354	0.23361
SPT35510	SPT35309	0.23632
SPT35510	SPT35310	0.24098
SPT35510	SPT35355	0.22515
SPT35510	SPT35332	0.22114
SPT35510	SPT35333	0.22413
SPT35510	SPT35561	0.25467
SPT35510	SPT35363	0.23119
SPT35510	SPT35427	0.26157
SPT35510	SPT35752	0.22378
SPT35510	SPT35430	0.24853
SPT35510	SPT35431	0.23718
SPT35510	SPT35313	0.22858
SPT35510	SPT35780	0.25273
SPT35510	SPT35315	0.22327
SPT35510	SPT35316	0.23459
SPT35510	SPT35317	0.23013
SPT35510	SPT35334	0.22816
SPT35510	SPT35543	0.2565
SPT35340	SPT35583	0.2256
SPT35340	SPT35584	0.23128
SPT35340	SPT35585	0.24087
SPT35340	SPT35458	0.24738
SPT35340	SPT35500	0.23098
SPT35340	SPT35322	0.22646
SPT35340	SPT35377	0.81965
SPT35340	SPT35511	0.2479
SPT35340	SPT35323	0.2301
SPT35340	SPT35461	0.2236
SPT35340	SPT35462	0.24609
SPT35340	SPT35463	0.22942
SPT35340	SPT35341	0.24205
SPT35340	SPT35368	0.24145
SPT35340	SPT35378	0.23263
SPT35340	SPT35552	0.22221
SPT35340	SPT35551	0.21855
SPT35340	SPT35459	0.23289
SPT35340	SPT35474	0.24704
SPT35340	SPT35514	0.23422
SPT35340	SPT35519	0.22555
SPT35340	SPT35526	0.24778
SPT35340	SPT35501	0.23317
SPT35340	SPT35681	0.23456
SPT35340	SPT35467	0.24681
SPT35340	SPT35469	0.24957
SPT35340	SPT35470	0.24371
SPT35340	SPT35468	0.24217
SPT35340	SPT35471	0.24034
SPT35340	SPT35379	0.23851
SPT35340	SPT35472	0.2433
SPT35340	SPT35529	0.24866
SPT35340	SPT35517	0.24079
SPT35340	SPT35516	0.24764
SPT35340	SPT35360	0.23535
SPT35340	SPT35515	0.24096
SPT35340	SPT35518	0.2356
SPT35340	SPT35475	0.24797
SPT35340	SPT35520	0.22483
SPT35340	SPT35324	0.29438
SPT35340	SPT35476	0.24196
SPT35340	SPT35485	0.24748
SPT35340	SPT35389	0.82007
SPT35340	SPT35487	0.24647
SPT35340	SPT35369	0.23018
SPT35340	SPT35370	0.23311
SPT35340	SPT35382	0.24377
SPT35340	SPT35521	0.23982
SPT35340	SPT35553	0.24276
SPT35340	SPT35532	0.24067
SPT35340	SPT35384	0.23692
SPT35340	SPT35522	0.23713
SPT35340	SPT35361	0.24347
SPT35340	SPT35342	0.22738
SPT35340	SPT35556	0.22504
SPT35340	SPT35557	0.236
SPT35340	SPT35328	0.22286
SPT35340	SPT35592	0.22646
SPT35340	SPT35435	0.24477
SPT35340	SPT35304	0.25897
SPT35340	SPT35390	0.25308
SPT35340	SPT35436	0.22841
SPT35340	SPT35580	0.22903
SPT35340	SPT35538	0.21999
SPT35340	SPT35537	0.21909
SPT35340	SPT35320	0.22641
SPT35340	SPT35541	0.23746
SPT35340	SPT35673	0.22606
SPT35340	SPT35502	0.23108
SPT35340	SPT35330	0.22435
SPT35340	SPT35546	0.22817
SPT35340	SPT35547	0.23002
SPT35340	SPT35544	0.24014
SPT35340	SPT35362	0.2354
SPT35340	SPT35499	0.22727
SPT35340	SPT35336	0.23533
SPT35340	SPT35577	0.23552
SPT35340	SPT35325	0.23494
SPT35340	SPT35331	0.2403
SPT35340	SPT35337	0.24171
SPT35340	SPT35306	0.22973
SPT35340	SPT35407	0.24486
SPT35340	SPT35346	0.22311
SPT35340	SPT35405	0.23395
SPT35340	SPT35410	0.22561
SPT35340	SPT35575	0.22391
SPT35340	SPT35576	0.23547
SPT35340	SPT35766	0.23242
SPT35340	SPT35347	0.23554
SPT35340	SPT35412	0.23362
SPT35340	SPT35414	0.25364
SPT35340	SPT35348	0.24249
SPT35340	SPT35417	0.25062
SPT35340	SPT35571	0.2147
SPT35340	SPT35349	0.23709
SPT35340	SPT35351	0.23733
SPT35340	SPT35418	0.24374
SPT35340	SPT35419	0.23513
SPT35340	SPT35566	0.24818
SPT35340	SPT35567	0.2363
SPT35340	SPT35420	0.22118
SPT35340	SPT35423	0.23253
SPT35340	SPT35564	0.2331
SPT35340	SPT35352	0.22419
SPT35340	SPT35424	0.23054
SPT35340	SPT35357	0.22654
SPT35340	SPT35437	0.23246
SPT35340	SPT35563	0.23633
SPT35340	SPT35308	0.2564
SPT35340	SPT35425	0.24272
SPT35340	SPT35440	0.2356
SPT35340	SPT35354	0.24195
SPT35340	SPT35309	0.2547
SPT35340	SPT35310	0.24913
SPT35340	SPT35355	0.24137
SPT35340	SPT35332	0.2398
SPT35340	SPT35333	0.23954
SPT35340	SPT35561	0.23106
SPT35340	SPT35363	0.22794
SPT35340	SPT35427	0.23232
SPT35340	SPT35752	0.23357
SPT35340	SPT35430	0.23633
SPT35340	SPT35431	0.23586
SPT35340	SPT35313	0.23086
SPT35340	SPT35780	0.2448
SPT35340	SPT35315	0.23372
SPT35340	SPT35316	0.22796
SPT35340	SPT35317	0.22147
SPT35340	SPT35334	0.24208
SPT35340	SPT35543	0.24184
SPT35583	SPT35584	0.23289
SPT35583	SPT35585	0.22753
SPT35583	SPT35458	0.25221
SPT35583	SPT35500	0.24018
SPT35583	SPT35322	0.22537
SPT35583	SPT35377	0.22552
SPT35583	SPT35511	0.25002
SPT35583	SPT35323	0.22609
SPT35583	SPT35461	0.24172
SPT35583	SPT35462	0.23221
SPT35583	SPT35463	0.23697
SPT35583	SPT35341	0.22467
SPT35583	SPT35368	0.22417
SPT35583	SPT35378	0.23125
SPT35583	SPT35552	0.22473
SPT35583	SPT35551	0.22225
SPT35583	SPT35459	0.24179
SPT35583	SPT35474	0.24006
SPT35583	SPT35514	0.2453
SPT35583	SPT35519	0.22933
SPT35583	SPT35526	0.25171
SPT35583	SPT35501	0.23373
SPT35583	SPT35681	0.23259
SPT35583	SPT35467	0.25197
SPT35583	SPT35469	0.25323
SPT35583	SPT35470	0.23688
SPT35583	SPT35468	0.25534
SPT35583	SPT35471	0.2472
SPT35583	SPT35379	0.21872
SPT35583	SPT35472	0.23473
SPT35583	SPT35529	0.2505
SPT35583	SPT35517	0.24189
SPT35583	SPT35516	0.25286
SPT35583	SPT35360	0.22336
SPT35583	SPT35515	0.24244
SPT35583	SPT35518	0.23393
SPT35583	SPT35475	0.25326
SPT35583	SPT35520	0.23189
SPT35583	SPT35324	0.23369
SPT35583	SPT35476	0.25194
SPT35583	SPT35485	0.23665
SPT35583	SPT35389	0.22509
SPT35583	SPT35487	0.25705
SPT35583	SPT35369	0.23456
SPT35583	SPT35370	0.22803
SPT35583	SPT35382	0.25832
SPT35583	SPT35521	0.22867
SPT35583	SPT35553	0.23953
SPT35583	SPT35532	0.24343
SPT35583	SPT35384	0.23944
SPT35583	SPT35522	0.23514
SPT35583	SPT35361	0.23871
SPT35583	SPT35342	0.22764
SPT35583	SPT35556	0.22861
SPT35583	SPT35557	0.23002
SPT35583	SPT35328	0.2365
SPT35583	SPT35592	0.23961
SPT35583	SPT35435	0.2413
SPT35583	SPT35304	0.23291
SPT35583	SPT35390	0.24319
SPT35583	SPT35436	0.23088
SPT35583	SPT35580	0.23817
SPT35583	SPT35538	0.22079
SPT35583	SPT35537	0.22113
SPT35583	SPT35320	0.23265
SPT35583	SPT35541	0.22757
SPT35583	SPT35673	0.21744
SPT35583	SPT35502	0.23057
SPT35583	SPT35330	0.22035
SPT35583	SPT35546	0.2251
SPT35583	SPT35547	0.23234
SPT35583	SPT35544	0.22587
SPT35583	SPT35362	0.23642
SPT35583	SPT35499	0.23856
SPT35583	SPT35336	0.23749
SPT35583	SPT35577	0.23702
SPT35583	SPT35325	0.2244
SPT35583	SPT35331	0.22022
SPT35583	SPT35337	0.23622
SPT35583	SPT35306	0.22704
SPT35583	SPT35407	0.22565
SPT35583	SPT35346	0.23184
SPT35583	SPT35405	0.22265
SPT35583	SPT35410	0.2368
SPT35583	SPT35575	0.22944
SPT35583	SPT35576	0.22382
SPT35583	SPT35766	0.21782
SPT35583	SPT35347	0.22362
SPT35583	SPT35412	0.21256
SPT35583	SPT35414	0.23298
SPT35583	SPT35348	0.23792
SPT35583	SPT35417	0.23801
SPT35583	SPT35571	0.21639
SPT35583	SPT35349	0.23494
SPT35583	SPT35351	0.22678
SPT35583	SPT35418	0.22548
SPT35583	SPT35419	0.23808000000000001
SPT35583	SPT35566	0.24239
SPT35583	SPT35567	0.22179
SPT35583	SPT35420	0.22791
SPT35583	SPT35423	0.22386
SPT35583	SPT35564	0.23449
SPT35583	SPT35352	0.23288
SPT35583	SPT35424	0.24125
SPT35583	SPT35357	0.22568
SPT35583	SPT35437	0.23718
SPT35583	SPT35563	0.22425
SPT35583	SPT35308	0.23419
SPT35583	SPT35425	0.23112
SPT35583	SPT35440	0.22686
SPT35583	SPT35354	0.25362
SPT35583	SPT35309	0.23107
SPT35583	SPT35310	0.23117
SPT35583	SPT35355	0.22295
SPT35583	SPT35332	0.2244
SPT35583	SPT35333	0.22908
SPT35583	SPT35561	0.23482
SPT35583	SPT35363	0.24456
SPT35583	SPT35427	0.23328
SPT35583	SPT35752	0.22852
SPT35583	SPT35430	0.24271
SPT35583	SPT35431	0.23305
SPT35583	SPT35313	0.22335
SPT35583	SPT35780	0.219
SPT35583	SPT35315	0.22878
SPT35583	SPT35316	0.22732
SPT35583	SPT35317	0.2306
SPT35583	SPT35334	0.2309
SPT35583	SPT35543	0.23841
SPT35584	SPT35585	0.2484
SPT35584	SPT35458	0.24033
SPT35584	SPT35500	0.23172
SPT35584	SPT35322	0.22382
SPT35584	SPT35377	0.23123
SPT35584	SPT35511	0.24871
SPT35584	SPT35323	0.22686
SPT35584	SPT35461	0.23691
SPT35584	SPT35462	0.24994
SPT35584	SPT35463	0.23236
SPT35584	SPT35341	0.23409
SPT35584	SPT35368	0.24005
SPT35584	SPT35378	0.23063
SPT35584	SPT35552	0.24454
SPT35584	SPT35551	0.36337
SPT35584	SPT35459	0.24414
SPT35584	SPT35474	0.24526
SPT35584	SPT35514	0.24675
SPT35584	SPT35519	0.22735
SPT35584	SPT35526	0.24777
SPT35584	SPT35501	0.22422
SPT35584	SPT35681	0.22762
SPT35584	SPT35467	0.24781
SPT35584	SPT35469	0.24352
SPT35584	SPT35470	0.23413
SPT35584	SPT35468	0.22974
SPT35584	SPT35471	0.23477
SPT35584	SPT35379	0.2308
SPT35584	SPT35472	0.2359
SPT35584	SPT35529	0.25001
SPT35584	SPT35517	0.23828
SPT35584	SPT35516	0.24113
SPT35584	SPT35360	0.23348
SPT35584	SPT35515	0.23286
SPT35584	SPT35518	0.23356
SPT35584	SPT35475	0.24642
SPT35584	SPT35520	0.22741
SPT35584	SPT35324	0.22919
SPT35584	SPT35476	0.23752
SPT35584	SPT35485	0.23583
SPT35584	SPT35389	0.23079
SPT35584	SPT35487	0.23612
SPT35584	SPT35369	0.2294
SPT35584	SPT35370	0.23469
SPT35584	SPT35382	0.24318
SPT35584	SPT35521	0.23991
SPT35584	SPT35553	0.23728
SPT35584	SPT35532	0.24069
SPT35584	SPT35384	0.24182
SPT35584	SPT35522	0.24312
SPT35584	SPT35361	0.23275
SPT35584	SPT35342	0.23319
SPT35584	SPT35556	0.23043
SPT35584	SPT35557	0.23129
SPT35584	SPT35328	0.21463
SPT35584	SPT35592	0.23737
SPT35584	SPT35435	0.24001
SPT35584	SPT35304	0.22952
SPT35584	SPT35390	0.22307
SPT35584	SPT35436	0.23826
SPT35584	SPT35580	0.24678
SPT35584	SPT35538	0.23244
SPT35584	SPT35537	0.23487
SPT35584	SPT35320	0.23842
SPT35584	SPT35541	0.2563
SPT35584	SPT35673	0.2384
SPT35584	SPT35502	0.23125
SPT35584	SPT35330	0.23159
SPT35584	SPT35546	0.72905
SPT35584	SPT35547	0.80284
SPT35584	SPT35544	0.24158
SPT35584	SPT35362	0.22758
SPT35584	SPT35499	0.22844
SPT35584	SPT35336	0.2466
SPT35584	SPT35577	0.45052
SPT35584	SPT35325	0.2348
SPT35584	SPT35331	0.22646
SPT35584	SPT35337	0.24448
SPT35584	SPT35306	0.2267
SPT35584	SPT35407	0.24724
SPT35584	SPT35346	0.23869
SPT35584	SPT35405	0.24481
SPT35584	SPT35410	0.2367
SPT35584	SPT35575	0.23275
SPT35584	SPT35576	0.23678
SPT35584	SPT35766	0.23746
SPT35584	SPT35347	0.23333
SPT35584	SPT35412	0.2365
SPT35584	SPT35414	0.23321
SPT35584	SPT35348	0.24213
SPT35584	SPT35417	0.23357
SPT35584	SPT35571	0.36262
SPT35584	SPT35349	0.23438
SPT35584	SPT35351	0.22997
SPT35584	SPT35418	0.24082
SPT35584	SPT35419	0.24712
SPT35584	SPT35566	0.2408
SPT35584	SPT35567	0.23251
SPT35584	SPT35420	0.2164
SPT35584	SPT35423	0.23015
SPT35584	SPT35564	0.23114
SPT35584	SPT35352	0.23254
SPT35584	SPT35424	0.24122
SPT35584	SPT35357	0.2234
SPT35584	SPT35437	0.23195
SPT35584	SPT35563	0.23315
SPT35584	SPT35308	0.23273
SPT35584	SPT35425	0.23825
SPT35584	SPT35440	0.24455
SPT35584	SPT35354	0.23738
SPT35584	SPT35309	0.22955
SPT35584	SPT35310	0.23193
SPT35584	SPT35355	0.22257
SPT35584	SPT35332	0.23407
SPT35584	SPT35333	0.22949
SPT35584	SPT35561	0.24116
SPT35584	SPT35363	0.23344
SPT35584	SPT35427	0.22694
SPT35584	SPT35752	0.24331
SPT35584	SPT35430	0.2404
SPT35584	SPT35431	0.25536
SPT35584	SPT35313	0.22798
SPT35584	SPT35780	0.22786
SPT35584	SPT35315	0.22362
SPT35584	SPT35316	0.23487
SPT35584	SPT35317	0.21455
SPT35584	SPT35334	0.24588
SPT35584	SPT35543	0.24009
SPT35585	SPT35458	0.25127
SPT35585	SPT35500	0.23927
SPT35585	SPT35322	0.24758
SPT35585	SPT35377	0.24055
SPT35585	SPT35511	0.24041
SPT35585	SPT35323	0.26874
SPT35585	SPT35461	0.23001
SPT35585	SPT35462	0.50796
SPT35585	SPT35463	0.25504
SPT35585	SPT35341	0.28945
SPT35585	SPT35368	0.2419
SPT35585	SPT35378	0.24666
SPT35585	SPT35552	0.24927
SPT35585	SPT35551	0.24831
SPT35585	SPT35459	0.24576
SPT35585	SPT35474	0.51657
SPT35585	SPT35514	0.25491
SPT35585	SPT35519	0.23891
SPT35585	SPT35526	0.24182
SPT35585	SPT35501	0.2272
SPT35585	SPT35681	0.23797
SPT35585	SPT35467	0.23995
SPT35585	SPT35469	0.24953
SPT35585	SPT35470	0.54431
SPT35585	SPT35468	0.24681
SPT35585	SPT35471	0.25554
SPT35585	SPT35379	0.25766
SPT35585	SPT35472	0.24485
