p1	p2	malecotf
SPT35556	SPT35347	0
SPT35556	SPT35412	0
SPT35556	SPT35414	0
SPT35556	SPT35348	0
SPT35556	SPT35417	0
SPT35556	SPT35571	0
SPT35556	SPT35349	0
SPT35556	SPT35351	0
SPT35556	SPT35418	0
SPT35556	SPT35419	0
SPT35556	SPT35566	0
SPT35556	SPT35567	0
SPT35556	SPT35420	0
SPT35556	SPT35423	0
SPT35556	SPT35564	0
SPT35556	SPT35352	0
SPT35556	SPT35424	0.02
SPT35556	SPT35357	0
SPT35556	SPT35437	0
SPT35556	SPT35563	0
SPT35556	SPT35308	0
SPT35556	SPT35425	0
SPT35556	SPT35440	0.02
SPT35556	SPT35354	0
SPT35556	SPT35309	0
SPT35556	SPT35310	0
SPT35556	SPT35355	0
SPT35556	SPT35332	0
SPT35556	SPT35333	0
SPT35556	SPT35561	0.02
SPT35556	SPT35363	0
SPT35556	SPT35427	0
SPT35556	SPT35752	0
SPT35556	SPT35430	0
SPT35556	SPT35431	0
SPT35556	SPT35313	0
SPT35556	SPT35780	0.02
SPT35556	SPT35315	0
SPT35556	SPT35316	0
SPT35556	SPT35317	0
SPT35556	SPT35334	0
SPT35556	SPT35543	0
SPT35557	SPT35328	0
SPT35557	SPT35592	0
SPT35557	SPT35435	0
SPT35557	SPT35304	0
SPT35557	SPT35390	0
SPT35557	SPT35436	0
SPT35557	SPT35580	0
SPT35557	SPT35538	0
SPT35557	SPT35537	0
SPT35557	SPT35320	0
SPT35557	SPT35541	0
SPT35557	SPT35673	0
SPT35557	SPT35502	0
SPT35557	SPT35330	0
SPT35557	SPT35546	0
SPT35557	SPT35547	0
SPT35557	SPT35544	0
SPT35557	SPT35362	0
SPT35557	SPT35499	0
SPT35557	SPT35336	0
SPT35557	SPT35577	0
SPT35557	SPT35325	0
SPT35557	SPT35331	0
SPT35557	SPT35337	0
SPT35557	SPT35306	0
SPT35557	SPT35407	0
SPT35557	SPT35346	0
SPT35557	SPT35405	0
SPT35557	SPT35410	0
SPT35557	SPT35575	0
SPT35557	SPT35576	0
SPT35557	SPT35766	0
SPT35557	SPT35347	0
SPT35557	SPT35412	0
SPT35557	SPT35414	0
SPT35557	SPT35348	0
SPT35557	SPT35417	0
SPT35557	SPT35571	0
SPT35557	SPT35349	0
SPT35557	SPT35351	0
SPT35557	SPT35418	0
SPT35557	SPT35419	0
SPT35557	SPT35566	0
SPT35557	SPT35567	0
SPT35557	SPT35420	0
SPT35557	SPT35423	0
SPT35557	SPT35564	0
SPT35557	SPT35352	0
SPT35557	SPT35424	0
SPT35557	SPT35357	0
SPT35557	SPT35437	0
SPT35557	SPT35563	0
SPT35557	SPT35308	0
SPT35557	SPT35425	0.03
SPT35557	SPT35440	0
SPT35557	SPT35354	0
SPT35557	SPT35309	0
SPT35557	SPT35310	0
SPT35557	SPT35355	0
SPT35557	SPT35332	0
SPT35557	SPT35333	0
SPT35557	SPT35561	0
SPT35557	SPT35363	0
SPT35557	SPT35427	0
SPT35557	SPT35752	0
SPT35557	SPT35430	0
SPT35557	SPT35431	0
SPT35557	SPT35313	0
SPT35557	SPT35780	0
SPT35557	SPT35315	0
SPT35557	SPT35316	0
SPT35557	SPT35317	0
SPT35557	SPT35334	0
SPT35557	SPT35543	0
SPT35328	SPT35592	0
SPT35328	SPT35435	0
SPT35328	SPT35304	0
SPT35328	SPT35390	0.03
SPT35328	SPT35436	0
SPT35328	SPT35580	0
SPT35328	SPT35538	0
SPT35328	SPT35537	0
SPT35328	SPT35320	0
SPT35328	SPT35541	0
SPT35328	SPT35673	0
SPT35328	SPT35502	0
SPT35328	SPT35330	0.03
SPT35328	SPT35546	0
SPT35328	SPT35547	0
SPT35328	SPT35544	0
SPT35328	SPT35362	0
SPT35328	SPT35499	0
SPT35328	SPT35336	0.02
SPT35328	SPT35577	0
SPT35328	SPT35325	0
SPT35328	SPT35331	0.07
SPT35328	SPT35337	0
SPT35328	SPT35306	0.02
SPT35328	SPT35407	0
SPT35328	SPT35346	0
SPT35328	SPT35405	0
SPT35328	SPT35410	0.02
SPT35328	SPT35575	0
SPT35328	SPT35576	0
SPT35328	SPT35766	0
SPT35328	SPT35347	0.02
SPT35328	SPT35412	0
SPT35328	SPT35414	0
SPT35328	SPT35348	0
SPT35328	SPT35417	0
SPT35328	SPT35571	0
SPT35328	SPT35349	0
SPT35328	SPT35351	0
SPT35328	SPT35418	0
SPT35328	SPT35419	0
SPT35328	SPT35566	0
SPT35328	SPT35567	0
SPT35328	SPT35420	0
SPT35328	SPT35423	0
SPT35328	SPT35564	0
SPT35328	SPT35352	0
SPT35328	SPT35424	0
SPT35328	SPT35357	0.02
SPT35328	SPT35437	0
SPT35328	SPT35563	0
SPT35328	SPT35308	0
SPT35328	SPT35425	0
SPT35328	SPT35440	0
SPT35328	SPT35354	0
SPT35328	SPT35309	0.05
SPT35328	SPT35310	0.05
SPT35328	SPT35355	0.1
SPT35328	SPT35332	0
SPT35328	SPT35333	0
SPT35328	SPT35561	0
SPT35328	SPT35363	0
SPT35328	SPT35427	0
SPT35328	SPT35752	0
SPT35328	SPT35430	0
SPT35328	SPT35431	0
SPT35328	SPT35313	0.03
SPT35328	SPT35780	0
SPT35328	SPT35315	0
SPT35328	SPT35316	0
SPT35328	SPT35317	0
SPT35328	SPT35334	0
SPT35328	SPT35543	0
SPT35592	SPT35435	0.05
SPT35592	SPT35304	0
SPT35592	SPT35390	0
SPT35592	SPT35436	0
SPT35592	SPT35580	0
SPT35592	SPT35538	0
SPT35592	SPT35537	0
SPT35592	SPT35320	0
SPT35592	SPT35541	0
SPT35592	SPT35673	0.02
SPT35592	SPT35502	0
SPT35592	SPT35330	0
SPT35592	SPT35546	0
SPT35592	SPT35547	0
SPT35592	SPT35544	0
SPT35592	SPT35362	0
SPT35592	SPT35499	0
SPT35592	SPT35336	0
SPT35592	SPT35577	0
SPT35592	SPT35325	0
SPT35592	SPT35331	0
SPT35592	SPT35337	0
SPT35592	SPT35306	0
SPT35592	SPT35407	0
SPT35592	SPT35346	0
SPT35592	SPT35405	0
SPT35592	SPT35410	0
SPT35592	SPT35575	0
SPT35592	SPT35576	0
SPT35592	SPT35766	0
SPT35592	SPT35347	0
SPT35592	SPT35412	0
SPT35592	SPT35414	0
SPT35592	SPT35348	0
SPT35592	SPT35417	0
SPT35592	SPT35571	0
SPT35592	SPT35349	0
SPT35592	SPT35351	0
SPT35592	SPT35418	0
SPT35592	SPT35419	0
SPT35592	SPT35566	0
SPT35592	SPT35567	0
SPT35592	SPT35420	0
SPT35592	SPT35423	0
SPT35592	SPT35564	0
SPT35592	SPT35352	0
SPT35592	SPT35424	0
SPT35592	SPT35357	0
SPT35592	SPT35437	0.04
SPT35592	SPT35563	0
SPT35592	SPT35308	0
SPT35592	SPT35425	0
SPT35592	SPT35440	0
SPT35592	SPT35354	0
SPT35592	SPT35309	0
SPT35592	SPT35310	0
SPT35592	SPT35355	0
SPT35592	SPT35332	0
SPT35592	SPT35333	0
SPT35592	SPT35561	0.82
SPT35592	SPT35363	0
SPT35592	SPT35427	0
SPT35592	SPT35752	0
SPT35592	SPT35430	0
SPT35592	SPT35431	0
SPT35592	SPT35313	0
SPT35592	SPT35780	0
SPT35592	SPT35315	0
SPT35592	SPT35316	0
SPT35592	SPT35317	0
SPT35592	SPT35334	0
SPT35592	SPT35543	0.06
SPT35435	SPT35304	0
SPT35435	SPT35390	0
SPT35435	SPT35436	0
SPT35435	SPT35580	0
SPT35435	SPT35538	0
SPT35435	SPT35537	0
SPT35435	SPT35320	0
SPT35435	SPT35541	0
SPT35435	SPT35673	0
SPT35435	SPT35502	0
SPT35435	SPT35330	0
SPT35435	SPT35546	0
SPT35435	SPT35547	0
SPT35435	SPT35544	0
SPT35435	SPT35362	0
SPT35435	SPT35499	0
SPT35435	SPT35336	0
SPT35435	SPT35577	0
SPT35435	SPT35325	0
SPT35435	SPT35331	0
SPT35435	SPT35337	0
SPT35435	SPT35306	0
SPT35435	SPT35407	0
SPT35435	SPT35346	0
SPT35435	SPT35405	0
SPT35435	SPT35410	0
SPT35435	SPT35575	0
SPT35435	SPT35576	0
SPT35435	SPT35766	0
SPT35435	SPT35347	0
SPT35435	SPT35412	0
SPT35435	SPT35414	0
SPT35435	SPT35348	0
SPT35435	SPT35417	0
SPT35435	SPT35571	0
SPT35435	SPT35349	0
SPT35435	SPT35351	0
SPT35435	SPT35418	0
SPT35435	SPT35419	0
SPT35435	SPT35566	0
SPT35435	SPT35567	0
SPT35435	SPT35420	0
SPT35435	SPT35423	0
SPT35435	SPT35564	0
SPT35435	SPT35352	0
SPT35435	SPT35424	0
SPT35435	SPT35357	0
SPT35435	SPT35437	0.25
SPT35435	SPT35563	0
SPT35435	SPT35308	0
SPT35435	SPT35425	0
SPT35435	SPT35440	0
SPT35435	SPT35354	0
SPT35435	SPT35309	0
SPT35435	SPT35310	0
SPT35435	SPT35355	0
SPT35435	SPT35332	0
SPT35435	SPT35333	0
SPT35435	SPT35561	0.04
SPT35435	SPT35363	0
SPT35435	SPT35427	0
SPT35435	SPT35752	0
SPT35435	SPT35430	0
SPT35435	SPT35431	0
SPT35435	SPT35313	0
SPT35435	SPT35780	0
SPT35435	SPT35315	0
SPT35435	SPT35316	0
SPT35435	SPT35317	0
SPT35435	SPT35334	0
SPT35435	SPT35543	0
SPT35304	SPT35390	0
SPT35304	SPT35436	0
SPT35304	SPT35580	0
SPT35304	SPT35538	0
SPT35304	SPT35537	0
SPT35304	SPT35320	0
SPT35304	SPT35541	0
SPT35304	SPT35673	0
SPT35304	SPT35502	0
SPT35304	SPT35330	0
SPT35304	SPT35546	0
SPT35304	SPT35547	0
SPT35304	SPT35544	0
SPT35304	SPT35362	0
SPT35304	SPT35499	0
SPT35304	SPT35336	0
SPT35304	SPT35577	0
SPT35304	SPT35325	0
SPT35304	SPT35331	0
SPT35304	SPT35337	0
SPT35304	SPT35306	0
SPT35304	SPT35407	0
SPT35304	SPT35346	0
SPT35304	SPT35405	0
SPT35304	SPT35410	0
SPT35304	SPT35575	0
SPT35304	SPT35576	0
SPT35304	SPT35766	0
SPT35304	SPT35347	0
SPT35304	SPT35412	0
SPT35304	SPT35414	0
SPT35304	SPT35348	0
SPT35304	SPT35417	0
SPT35304	SPT35571	0
SPT35304	SPT35349	0
SPT35304	SPT35351	0.03
SPT35304	SPT35418	0
SPT35304	SPT35419	0
SPT35304	SPT35566	0
SPT35304	SPT35567	0
SPT35304	SPT35420	0
SPT35304	SPT35423	0
SPT35304	SPT35564	0
SPT35304	SPT35352	0
SPT35304	SPT35424	0
SPT35304	SPT35357	0
SPT35304	SPT35437	0
SPT35304	SPT35563	0
SPT35304	SPT35308	0.98
SPT35304	SPT35425	0
SPT35304	SPT35440	0
SPT35304	SPT35354	0
SPT35304	SPT35309	0.02
SPT35304	SPT35310	0
SPT35304	SPT35355	0
SPT35304	SPT35332	0
SPT35304	SPT35333	0
SPT35304	SPT35561	0
SPT35304	SPT35363	0
SPT35304	SPT35427	0
SPT35304	SPT35752	0
SPT35304	SPT35430	0
SPT35304	SPT35431	0
SPT35304	SPT35313	0
SPT35304	SPT35780	0
SPT35304	SPT35315	0.02
SPT35304	SPT35316	0
SPT35304	SPT35317	0
SPT35304	SPT35334	0
SPT35304	SPT35543	0
SPT35390	SPT35436	0
SPT35390	SPT35580	0
SPT35390	SPT35538	0
SPT35390	SPT35537	0
SPT35390	SPT35320	0.04
SPT35390	SPT35541	0
SPT35390	SPT35673	0
SPT35390	SPT35502	0
SPT35390	SPT35330	0
SPT35390	SPT35546	0
SPT35390	SPT35547	0
SPT35390	SPT35544	0
SPT35390	SPT35362	0
SPT35390	SPT35499	0
SPT35390	SPT35336	0
SPT35390	SPT35577	0
SPT35390	SPT35325	0
SPT35390	SPT35331	0
SPT35390	SPT35337	0
SPT35390	SPT35306	0.02
SPT35390	SPT35407	0.11
SPT35390	SPT35346	0
SPT35390	SPT35405	0.1
SPT35390	SPT35410	0
SPT35390	SPT35575	0
SPT35390	SPT35576	0.06
SPT35390	SPT35766	0
SPT35390	SPT35347	0
SPT35390	SPT35412	0
SPT35390	SPT35414	0
SPT35390	SPT35348	0
SPT35390	SPT35417	0
SPT35390	SPT35571	0
SPT35390	SPT35349	0
SPT35390	SPT35351	0
SPT35390	SPT35418	0
SPT35390	SPT35419	0.04
SPT35390	SPT35566	0.02
SPT35390	SPT35567	0
SPT35390	SPT35420	0
SPT35390	SPT35423	0
SPT35390	SPT35564	0
SPT35390	SPT35352	0
SPT35390	SPT35424	0
SPT35390	SPT35357	0
SPT35390	SPT35437	0
SPT35390	SPT35563	0
SPT35390	SPT35308	0
SPT35390	SPT35425	0
SPT35390	SPT35440	0
SPT35390	SPT35354	0.02
SPT35390	SPT35309	0
SPT35390	SPT35310	0
SPT35390	SPT35355	0
SPT35390	SPT35332	0
SPT35390	SPT35333	0
SPT35390	SPT35561	0
SPT35390	SPT35363	0
SPT35390	SPT35427	0
SPT35390	SPT35752	0
SPT35390	SPT35430	0
SPT35390	SPT35431	0
SPT35390	SPT35313	0.02
SPT35390	SPT35780	0
SPT35390	SPT35315	0
SPT35390	SPT35316	0
SPT35390	SPT35317	0.02
SPT35390	SPT35334	0
SPT35390	SPT35543	0
SPT35436	SPT35580	0
SPT35436	SPT35538	0
SPT35436	SPT35537	0
SPT35436	SPT35320	0
SPT35436	SPT35541	0
SPT35436	SPT35673	0
SPT35436	SPT35502	0
SPT35436	SPT35330	0
SPT35436	SPT35546	0
SPT35436	SPT35547	0
SPT35436	SPT35544	0.02
SPT35436	SPT35362	0
SPT35436	SPT35499	0
SPT35436	SPT35336	0
SPT35436	SPT35577	0
SPT35436	SPT35325	0
SPT35436	SPT35331	0
SPT35436	SPT35337	0
SPT35436	SPT35306	0
SPT35436	SPT35407	0
SPT35436	SPT35346	0
SPT35436	SPT35405	0
SPT35436	SPT35410	0
SPT35436	SPT35575	0
SPT35436	SPT35576	0
SPT35436	SPT35766	0
SPT35436	SPT35347	0
SPT35436	SPT35412	0
SPT35436	SPT35414	0
SPT35436	SPT35348	0
SPT35436	SPT35417	0
SPT35436	SPT35571	0
SPT35436	SPT35349	0
SPT35436	SPT35351	0
SPT35436	SPT35418	0
SPT35436	SPT35419	0
SPT35436	SPT35566	0
SPT35436	SPT35567	0
SPT35436	SPT35420	0.03
SPT35436	SPT35423	0
SPT35436	SPT35564	0
SPT35436	SPT35352	0
SPT35436	SPT35424	0
SPT35436	SPT35357	0
SPT35436	SPT35437	0
SPT35436	SPT35563	0
SPT35436	SPT35308	0
SPT35436	SPT35425	0
SPT35436	SPT35440	0
SPT35436	SPT35354	0
SPT35436	SPT35309	0
SPT35436	SPT35310	0
SPT35436	SPT35355	0
SPT35436	SPT35332	0
SPT35436	SPT35333	0
SPT35436	SPT35561	0
SPT35436	SPT35363	0
SPT35436	SPT35427	0
SPT35436	SPT35752	0.03
SPT35436	SPT35430	0
SPT35436	SPT35431	0
SPT35436	SPT35313	0
SPT35436	SPT35780	0
SPT35436	SPT35315	0
SPT35436	SPT35316	0
SPT35436	SPT35317	0
SPT35436	SPT35334	0
SPT35436	SPT35543	0
SPT35580	SPT35538	0
SPT35580	SPT35537	0
SPT35580	SPT35320	0.03
SPT35580	SPT35541	0
SPT35580	SPT35673	0
SPT35580	SPT35502	0
SPT35580	SPT35330	0
SPT35580	SPT35546	0
SPT35580	SPT35547	0
SPT35580	SPT35544	0
SPT35580	SPT35362	0.03
SPT35580	SPT35499	0
SPT35580	SPT35336	0
SPT35580	SPT35577	0
SPT35580	SPT35325	0
SPT35580	SPT35331	0
SPT35580	SPT35337	0
SPT35580	SPT35306	0
SPT35580	SPT35407	0
SPT35580	SPT35346	0
SPT35580	SPT35405	0
SPT35580	SPT35410	0
SPT35580	SPT35575	0
SPT35580	SPT35576	0
SPT35580	SPT35766	0
SPT35580	SPT35347	0
SPT35580	SPT35412	0
SPT35580	SPT35414	0
SPT35580	SPT35348	0
SPT35580	SPT35417	0
SPT35580	SPT35571	0
SPT35580	SPT35349	0
SPT35580	SPT35351	0
SPT35580	SPT35418	0
SPT35580	SPT35419	0
SPT35580	SPT35566	0
SPT35580	SPT35567	0
SPT35580	SPT35420	0
SPT35580	SPT35423	0
SPT35580	SPT35564	0
SPT35580	SPT35352	0
SPT35580	SPT35424	0
SPT35580	SPT35357	0
SPT35580	SPT35437	0
SPT35580	SPT35563	0
SPT35580	SPT35308	0
SPT35580	SPT35425	0
SPT35580	SPT35440	0
SPT35580	SPT35354	0
SPT35580	SPT35309	0
SPT35580	SPT35310	0
SPT35580	SPT35355	0
SPT35580	SPT35332	0
SPT35580	SPT35333	0
SPT35580	SPT35561	0
SPT35580	SPT35363	0
SPT35580	SPT35427	0
SPT35580	SPT35752	0
SPT35580	SPT35430	0
SPT35580	SPT35431	0
SPT35580	SPT35313	0
SPT35580	SPT35780	0.02
SPT35580	SPT35315	0
SPT35580	SPT35316	0
SPT35580	SPT35317	0
SPT35580	SPT35334	0
SPT35580	SPT35543	0
SPT35538	SPT35537	0.87
SPT35538	SPT35320	0
SPT35538	SPT35541	0
SPT35538	SPT35673	0
SPT35538	SPT35502	0
SPT35538	SPT35330	0
SPT35538	SPT35546	0
SPT35538	SPT35547	0
SPT35538	SPT35544	0
SPT35538	SPT35362	0
SPT35538	SPT35499	0
SPT35538	SPT35336	0
SPT35538	SPT35577	0
SPT35538	SPT35325	0
SPT35538	SPT35331	0
SPT35538	SPT35337	0
SPT35538	SPT35306	0
SPT35538	SPT35407	0
SPT35538	SPT35346	0
SPT35538	SPT35405	0
SPT35538	SPT35410	0
SPT35538	SPT35575	0.92
SPT35538	SPT35576	0
SPT35538	SPT35766	0
SPT35538	SPT35347	0
SPT35538	SPT35412	0
SPT35538	SPT35414	0
SPT35538	SPT35348	0
SPT35538	SPT35417	0
SPT35538	SPT35571	0
SPT35538	SPT35349	0
SPT35538	SPT35351	0
SPT35538	SPT35418	0
SPT35538	SPT35419	0
SPT35538	SPT35566	0
SPT35538	SPT35567	0
SPT35538	SPT35420	0
SPT35538	SPT35423	0
SPT35538	SPT35564	0
SPT35538	SPT35352	0
SPT35538	SPT35424	0
SPT35538	SPT35357	0
SPT35538	SPT35437	0
SPT35538	SPT35563	0
SPT35538	SPT35308	0
SPT35538	SPT35425	0
SPT35538	SPT35440	0
SPT35538	SPT35354	0
SPT35538	SPT35309	0
SPT35538	SPT35310	0
SPT35538	SPT35355	0
SPT35538	SPT35332	0
SPT35538	SPT35333	0
SPT35538	SPT35561	0
SPT35538	SPT35363	0
SPT35538	SPT35427	0
SPT35538	SPT35752	0
SPT35538	SPT35430	0
SPT35538	SPT35431	0
SPT35538	SPT35313	0
SPT35538	SPT35780	0
SPT35538	SPT35315	0
SPT35538	SPT35316	0
SPT35538	SPT35317	0
SPT35538	SPT35334	0
SPT35538	SPT35543	0
SPT35537	SPT35320	0
SPT35537	SPT35541	0
SPT35537	SPT35673	0
SPT35537	SPT35502	0
SPT35537	SPT35330	0
SPT35537	SPT35546	0
SPT35537	SPT35547	0
SPT35537	SPT35544	0
SPT35537	SPT35362	0
SPT35537	SPT35499	0
SPT35537	SPT35336	0
SPT35537	SPT35577	0
SPT35537	SPT35325	0
SPT35537	SPT35331	0
SPT35537	SPT35337	0
SPT35537	SPT35306	0
SPT35537	SPT35407	0
SPT35537	SPT35346	0
SPT35537	SPT35405	0
SPT35537	SPT35410	0
SPT35537	SPT35575	0.92
SPT35537	SPT35576	0
SPT35537	SPT35766	0
SPT35537	SPT35347	0
SPT35537	SPT35412	0
SPT35537	SPT35414	0
SPT35537	SPT35348	0
SPT35537	SPT35417	0
SPT35537	SPT35571	0
SPT35537	SPT35349	0.02
SPT35537	SPT35351	0
SPT35537	SPT35418	0
SPT35537	SPT35419	0
SPT35537	SPT35566	0
SPT35537	SPT35567	0
SPT35537	SPT35420	0
SPT35537	SPT35423	0
SPT35537	SPT35564	0
SPT35537	SPT35352	0
SPT35537	SPT35424	0
SPT35537	SPT35357	0
SPT35537	SPT35437	0
SPT35537	SPT35563	0
SPT35537	SPT35308	0
SPT35537	SPT35425	0
SPT35537	SPT35440	0
SPT35537	SPT35354	0
SPT35537	SPT35309	0
SPT35537	SPT35310	0
SPT35537	SPT35355	0
SPT35537	SPT35332	0
SPT35537	SPT35333	0
SPT35537	SPT35561	0
SPT35537	SPT35363	0
SPT35537	SPT35427	0
SPT35537	SPT35752	0
SPT35537	SPT35430	0
SPT35537	SPT35431	0
SPT35537	SPT35313	0
SPT35537	SPT35780	0
SPT35537	SPT35315	0
SPT35537	SPT35316	0
SPT35537	SPT35317	0
SPT35537	SPT35334	0
SPT35537	SPT35543	0
SPT35320	SPT35541	0
SPT35320	SPT35673	0
SPT35320	SPT35502	0
SPT35320	SPT35330	0
SPT35320	SPT35546	0
SPT35320	SPT35547	0
SPT35320	SPT35544	0
SPT35320	SPT35362	0.02
SPT35320	SPT35499	0
SPT35320	SPT35336	0
SPT35320	SPT35577	0
SPT35320	SPT35325	0
SPT35320	SPT35331	0
SPT35320	SPT35337	0
SPT35320	SPT35306	0
SPT35320	SPT35407	0
SPT35320	SPT35346	0
SPT35320	SPT35405	0
SPT35320	SPT35410	0
SPT35320	SPT35575	0
SPT35320	SPT35576	0.03
SPT35320	SPT35766	0.02
SPT35320	SPT35347	0
SPT35320	SPT35412	0
SPT35320	SPT35414	0
SPT35320	SPT35348	0.03
SPT35320	SPT35417	0
SPT35320	SPT35571	0
SPT35320	SPT35349	0
SPT35320	SPT35351	0
SPT35320	SPT35418	0
SPT35320	SPT35419	0.06
SPT35320	SPT35566	0
SPT35320	SPT35567	0
SPT35320	SPT35420	0
SPT35320	SPT35423	0
SPT35320	SPT35564	0
SPT35320	SPT35352	0
SPT35320	SPT35424	0
SPT35320	SPT35357	0
SPT35320	SPT35437	0
SPT35320	SPT35563	0
SPT35320	SPT35308	0
SPT35320	SPT35425	0
SPT35320	SPT35440	0
SPT35320	SPT35354	0
SPT35320	SPT35309	0
SPT35320	SPT35310	0
SPT35320	SPT35355	0
SPT35320	SPT35332	0
SPT35320	SPT35333	0
SPT35320	SPT35561	0
SPT35320	SPT35363	0
SPT35320	SPT35427	0
SPT35320	SPT35752	0
SPT35320	SPT35430	0
SPT35320	SPT35431	0
SPT35320	SPT35313	0
SPT35320	SPT35780	0
SPT35320	SPT35315	0.14
SPT35320	SPT35316	0
SPT35320	SPT35317	0
SPT35320	SPT35334	0
SPT35320	SPT35543	0
SPT35541	SPT35673	0
SPT35541	SPT35502	0
SPT35541	SPT35330	0
SPT35541	SPT35546	0
SPT35541	SPT35547	0
SPT35541	SPT35544	0
SPT35541	SPT35362	0
SPT35541	SPT35499	0.02
SPT35541	SPT35336	0
SPT35541	SPT35577	0
SPT35541	SPT35325	0
SPT35541	SPT35331	0
SPT35541	SPT35337	0
SPT35541	SPT35306	0
SPT35541	SPT35407	0
SPT35541	SPT35346	0
SPT35541	SPT35405	0
SPT35541	SPT35410	0
SPT35541	SPT35575	0
SPT35541	SPT35576	0
SPT35541	SPT35766	0
SPT35541	SPT35347	0
SPT35541	SPT35412	0
SPT35541	SPT35414	0.02
SPT35541	SPT35348	0
SPT35541	SPT35417	0
SPT35541	SPT35571	0
SPT35541	SPT35349	0
SPT35541	SPT35351	0
SPT35541	SPT35418	0
SPT35541	SPT35419	0
SPT35541	SPT35566	0
SPT35541	SPT35567	0
SPT35541	SPT35420	0
SPT35541	SPT35423	0
SPT35541	SPT35564	0
SPT35541	SPT35352	0
SPT35541	SPT35424	0
SPT35541	SPT35357	0
SPT35541	SPT35437	0
SPT35541	SPT35563	0
SPT35541	SPT35308	0
SPT35541	SPT35425	0
SPT35541	SPT35440	0
SPT35541	SPT35354	0
SPT35541	SPT35309	0
SPT35541	SPT35310	0
SPT35541	SPT35355	0
SPT35541	SPT35332	0
SPT35541	SPT35333	0
SPT35541	SPT35561	0
SPT35541	SPT35363	0
SPT35541	SPT35427	0
SPT35541	SPT35752	0
SPT35541	SPT35430	0
SPT35541	SPT35431	0
SPT35541	SPT35313	0
SPT35541	SPT35780	0
SPT35541	SPT35315	0
SPT35541	SPT35316	0
SPT35541	SPT35317	0
SPT35541	SPT35334	0
SPT35541	SPT35543	0.02
SPT35673	SPT35502	0
SPT35673	SPT35330	0
SPT35673	SPT35546	0
SPT35673	SPT35547	0
SPT35673	SPT35544	0
SPT35673	SPT35362	0
SPT35673	SPT35499	0
SPT35673	SPT35336	0
SPT35673	SPT35577	0
SPT35673	SPT35325	0
SPT35673	SPT35331	0
SPT35673	SPT35337	0
SPT35673	SPT35306	0
SPT35673	SPT35407	0
SPT35673	SPT35346	0
SPT35673	SPT35405	0
SPT35673	SPT35410	0
SPT35673	SPT35575	0
SPT35673	SPT35576	0
SPT35673	SPT35766	0.02
SPT35673	SPT35347	0
SPT35673	SPT35412	0
SPT35673	SPT35414	0
SPT35673	SPT35348	0
SPT35673	SPT35417	0
SPT35673	SPT35571	0
SPT35673	SPT35349	0
SPT35673	SPT35351	0
SPT35673	SPT35418	0
SPT35673	SPT35419	0
SPT35673	SPT35566	0
SPT35673	SPT35567	0.02
SPT35673	SPT35420	0
SPT35673	SPT35423	0
SPT35673	SPT35564	0
SPT35673	SPT35352	0
SPT35673	SPT35424	0
SPT35673	SPT35357	0
SPT35673	SPT35437	0
SPT35673	SPT35563	0.02
SPT35673	SPT35308	0
SPT35673	SPT35425	0.02
SPT35673	SPT35440	0.02
SPT35673	SPT35354	0
SPT35673	SPT35309	0
SPT35673	SPT35310	0
SPT35673	SPT35355	0
SPT35673	SPT35332	0
SPT35673	SPT35333	0
SPT35673	SPT35561	0.04
SPT35673	SPT35363	0
SPT35673	SPT35427	0
SPT35673	SPT35752	0
SPT35673	SPT35430	0
SPT35673	SPT35431	0
SPT35673	SPT35313	0
SPT35673	SPT35780	0
SPT35673	SPT35315	0
SPT35673	SPT35316	0
SPT35673	SPT35317	0
SPT35673	SPT35334	0
SPT35673	SPT35543	0
SPT35502	SPT35330	0
SPT35502	SPT35546	0
SPT35502	SPT35547	0
SPT35502	SPT35544	0.02
SPT35502	SPT35362	0
SPT35502	SPT35499	0
SPT35502	SPT35336	0
SPT35502	SPT35577	0
SPT35502	SPT35325	0
SPT35502	SPT35331	0
SPT35502	SPT35337	0
SPT35502	SPT35306	0
SPT35502	SPT35407	0
SPT35502	SPT35346	0
SPT35502	SPT35405	0
SPT35502	SPT35410	0.02
SPT35502	SPT35575	0
SPT35502	SPT35576	0
SPT35502	SPT35766	0
SPT35502	SPT35347	0
SPT35502	SPT35412	0
SPT35502	SPT35414	0
SPT35502	SPT35348	0
SPT35502	SPT35417	0
SPT35502	SPT35571	0
SPT35502	SPT35349	0
SPT35502	SPT35351	0
SPT35502	SPT35418	0
SPT35502	SPT35419	0
SPT35502	SPT35566	0
SPT35502	SPT35567	0
SPT35502	SPT35420	0
SPT35502	SPT35423	0
SPT35502	SPT35564	0
SPT35502	SPT35352	0
SPT35502	SPT35424	0
SPT35502	SPT35357	0
SPT35502	SPT35437	0
SPT35502	SPT35563	0
SPT35502	SPT35308	0
SPT35502	SPT35425	0
SPT35502	SPT35440	0
SPT35502	SPT35354	0
SPT35502	SPT35309	0
SPT35502	SPT35310	0
SPT35502	SPT35355	0
SPT35502	SPT35332	0
SPT35502	SPT35333	0
SPT35502	SPT35561	0
SPT35502	SPT35363	0
SPT35502	SPT35427	0
SPT35502	SPT35752	0
SPT35502	SPT35430	0
SPT35502	SPT35431	0
SPT35502	SPT35313	0
SPT35502	SPT35780	0
SPT35502	SPT35315	0
SPT35502	SPT35316	0
SPT35502	SPT35317	0
SPT35502	SPT35334	0
SPT35502	SPT35543	0
SPT35330	SPT35546	0
SPT35330	SPT35547	0
